benchmark,harness,source_id,task_id,sample_index,outcome,correct,score_status,failure_type,detail
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Chemistry_546,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Chemistry_560,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Chemistry_96,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Clinical_Medicine_108,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Clinical_Medicine_33,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Computer_Science_307,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Design_18,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Diagnostics_and_Laboratory_Medicine_147,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Economics_85,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_108,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_135,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_137,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_149,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_16,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_171,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_172,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_178,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_18,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_207,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_247,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_252,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_49,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Electronics_6,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Energy_and_Power_16,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Energy_and_Power_192,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Energy_and_Power_276,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Finance_238,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Finance_77,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Geography_14,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Geography_222,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Geography_252,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Geography_492,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Literature_40,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Manage_202,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Manage_31,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Marketing_64,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Marketing_69,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Marketing_72,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Marketing_98,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Materials_230,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Materials_239,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Materials_314,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Materials_392,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Materials_450,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Materials_98,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Math_122,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Math_19,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Mechanical_Engineering_173,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Mechanical_Engineering_203,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Mechanical_Engineering_230,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Mechanical_Engineering_382,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Mechanical_Engineering_392,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Music_103,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Music_127,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Music_134,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Music_209,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Music_299,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Music_322,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Music_53,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Music_70,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Pharmacy_246,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Pharmacy_35,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Pharmacy_393,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Physics_16,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Physics_214,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Physics_30,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Physics_359,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Physics_40,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Public_Health_169,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_test_Public_Health_248,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Accounting_15,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Accounting_5,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Art_Theory_16,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Biology_22,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Chemistry_12,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Chemistry_17,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Chemistry_26,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Chemistry_29,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Chemistry_5,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Computer_Science_1,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Computer_Science_11,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Computer_Science_2,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Diagnostics_and_Laboratory_Medicine_24,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Electronics_17,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Electronics_7,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Energy_and_Power_8,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Finance_14,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Finance_21,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Geography_1,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Marketing_12,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Materials_11,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Materials_17,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Materials_19,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Materials_22,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Materials_3,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Materials_4,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Materials_6,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Materials_7,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Math_19,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Math_2,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Math_20,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Math_26,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Math_7,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Mechanical_Engineering_17,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Mechanical_Engineering_2,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Mechanical_Engineering_23,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Mechanical_Engineering_27,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Mechanical_Engineering_8,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_13,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_14,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_16,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_18,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_19,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_20,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_21,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_22,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_23,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_24,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_27,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_28,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_8,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Music_9,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Physics_18,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Physics_27,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Physics_7,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Public_Health_24,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,DirectLLM,mmmu_gemma_directllm,mmmu_pro_validation_Public_Health_9,0,failure,False,valid_scored,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Agriculture_262,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Architecture_and_Engineering_214,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Architecture_and_Engineering_359,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Architecture_and_Engineering_518,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Biology_138,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Biology_175,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Biology_60,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Chemistry_560,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Chemistry_96,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Clinical_Medicine_33,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Computer_Science_164,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Computer_Science_39,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Computer_Science_61,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Computer_Science_89,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Economics_195,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Economics_85,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Electronics_140,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Electronics_149,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Electronics_178,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Electronics_91,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Energy_and_Power_192,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Finance_241,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Geography_191,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Geography_518,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Manage_202,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Materials_173,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Materials_327,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Materials_450,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Math_122,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Math_165,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Math_390,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Math_65,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Mechanical_Engineering_173,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Mechanical_Engineering_203,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Mechanical_Engineering_257,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Mechanical_Engineering_96,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Music_103,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Music_11,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Music_134,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Music_210,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Music_219,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
MMMUPro,OpenCode,mmmu_gemma_opencode,mmmu_pro_test_Music_299,0,failure,False,agent_empty_output,no_action_events,No model action spans extracted
