benchmark,harness,outcome,metric,trajectory_records,missing,count,mean,median,std,min,p25,p75,max
MMMUPro,OpenClaw,success,mean_entropy,982,0,982,0.184448,0.183086,0.063354,0.000077,0.142667,0.223919,0.427674
MMMUPro,OpenClaw,success,max_entropy,982,0,982,2.257353,2.335493,0.337876,0.010633,2.141977,2.471149,2.850059
MMMUPro,OpenClaw,success,p50_entropy,982,0,982,0.001683,0.000147,0.008324,0.000001,0.000040,0.000614,0.178214
MMMUPro,OpenClaw,success,p90_entropy,982,0,982,0.714907,0.729748,0.233120,0.000031,0.627879,0.862758,1.341112
MMMUPro,OpenClaw,success,n_tokens,982,0,982,7380.358452,2239.500000,135247.593439,11.000000,917.750000,4174.750000,4242370.000000
MMMUPro,OpenClaw,success,wall_time_sec,982,0,982,109.637233,51.096468,220.239951,9.611545,30.867161,100.914703,2922.418323
MMMUPro,OpenClaw,success,action_event_count,982,0,982,8.011202,7.000000,32.197248,0.000000,5.000000,8.000000,1002.000000
MMMUPro,OpenClaw,success,tool_call_count,982,0,982,1.594705,0.000000,32.311441,0.000000,0.000000,1.000000,1002.000000
MMMUPro,OpenClaw,unknown,mean_entropy,164,0,164,0.071207,0.000000,0.091179,0.000000,0.000000,0.145160,0.388389
MMMUPro,OpenClaw,unknown,max_entropy,164,0,164,0.995272,0.000000,1.148317,0.000000,0.000000,2.305058,2.781652
MMMUPro,OpenClaw,unknown,p50_entropy,164,0,164,0.000397,0.000000,0.002412,0.000000,0.000000,0.000050,0.025528
MMMUPro,OpenClaw,unknown,p90_entropy,164,0,164,0.284238,0.000000,0.378907,0.000000,0.000000,0.630473,2.025963
MMMUPro,OpenClaw,unknown,n_tokens,164,91,73,4556.780822,2811.000000,4739.608004,7.000000,889.000000,6958.000000,19344.000000
MMMUPro,OpenClaw,unknown,wall_time_sec,164,0,164,1772.880424,1481.583970,506.495401,252.055664,1429.539960,2042.428234,3563.122810
MMMUPro,OpenClaw,unknown,action_event_count,164,0,164,0.079268,0.000000,0.680609,0.000000,0.000000,0.000000,8.000000
MMMUPro,OpenClaw,unknown,tool_call_count,164,0,164,0.006098,0.000000,0.077848,0.000000,0.000000,0.000000,1.000000
MMMUPro,OpenCode,failure,mean_entropy,564,0,564,0.216587,0.225133,0.111992,0.005666,0.146076,0.307881,0.488170
MMMUPro,OpenCode,failure,max_entropy,564,0,564,2.338291,2.372998,0.211574,1.549154,2.217339,2.490793,2.849686
MMMUPro,OpenCode,failure,p50_entropy,564,0,564,0.012014,0.000897,0.024608,0.000001,0.000056,0.012686,0.188720
MMMUPro,OpenCode,failure,p90_entropy,564,0,564,0.748796,0.847336,0.391111,0.000048,0.628398,1.057582,1.399550
MMMUPro,OpenCode,failure,n_tokens,564,0,564,9179.969858,2871.500000,12503.290684,301.000000,902.000000,11495.750000,58042.000000
MMMUPro,OpenCode,failure,wall_time_sec,564,0,564,350.999650,101.402704,684.766518,15.907312,36.877011,409.638973,9302.860380
MMMUPro,OpenCode,failure,action_event_count,564,0,564,8.773050,8.000000,11.586473,0.000000,4.000000,12.000000,236.000000
MMMUPro,OpenCode,failure,tool_call_count,564,0,564,0.858156,0.000000,9.933168,0.000000,0.000000,0.000000,232.000000
MMMUPro,OpenCode,success,mean_entropy,1166,0,1166,0.183826,0.169871,0.087985,0.033229,0.115959,0.241464,0.476965
MMMUPro,OpenCode,success,max_entropy,1166,0,1166,2.171591,2.213334,0.297529,1.120847,1.979006,2.395772,2.852293
MMMUPro,OpenCode,success,p50_entropy,1166,0,1166,0.006181,0.000132,0.020022,0.000000,0.000014,0.001421,0.211615
MMMUPro,OpenCode,success,p90_entropy,1166,0,1166,0.680344,0.692551,0.291305,0.003375,0.503792,0.882781,1.369116
MMMUPro,OpenCode,success,n_tokens,1166,0,1166,2403.228988,1159.000000,3482.823906,221.000000,673.500000,2477.000000,39560.000000
MMMUPro,OpenCode,success,wall_time_sec,1166,0,1166,106.838406,45.664217,414.554648,12.745560,28.836188,90.181826,9161.238200
MMMUPro,OpenCode,success,action_event_count,1166,0,1166,10.024871,10.000000,7.795757,3.000000,6.000000,13.000000,182.000000
MMMUPro,OpenCode,success,tool_call_count,1166,0,1166,0.486278,0.000000,5.431886,0.000000,0.000000,0.000000,178.000000
MMMUPro,ZeroClaw,failure,mean_entropy,478,0,478,0.252134,0.254364,0.095695,0.000000,0.187124,0.312340,0.519437
MMMUPro,ZeroClaw,failure,max_entropy,478,0,478,2.352036,2.451658,0.482470,0.000000,2.326508,2.556758,2.800846
MMMUPro,ZeroClaw,failure,p50_entropy,478,0,478,0.015148,0.001290,0.035366,0.000000,0.000156,0.011378,0.250476
MMMUPro,ZeroClaw,failure,p90_entropy,478,0,478,0.900050,0.939749,0.276643,0.000000,0.740862,1.084503,1.514268
MMMUPro,ZeroClaw,failure,n_tokens,478,17,461,4839.511931,2931.000000,5110.038314,345.000000,1469.000000,6099.000000,34617.000000
MMMUPro,ZeroClaw,failure,wall_time_sec,478,0,478,210.023022,107.465486,312.217536,19.350019,51.277747,250.427170,3991.734422
MMMUPro,ZeroClaw,failure,action_event_count,478,0,478,6.056485,5.000000,3.619298,1.000000,4.000000,7.000000,36.000000
MMMUPro,ZeroClaw,failure,tool_call_count,478,0,478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
MMMUPro,ZeroClaw,success,mean_entropy,1148,0,1148,0.201575,0.198825,0.097443,0.000000,0.129519,0.268825,0.503795
MMMUPro,ZeroClaw,success,max_entropy,1148,0,1148,2.248434,2.364492,0.469811,0.000000,2.157257,2.503866,2.810947
MMMUPro,ZeroClaw,success,p50_entropy,1148,0,1148,0.007152,0.000177,0.021845,0.000000,0.000017,0.002114,0.251201
MMMUPro,ZeroClaw,success,p90_entropy,1148,0,1148,0.738777,0.763612,0.323431,0.000000,0.571566,0.982049,1.417863
MMMUPro,ZeroClaw,success,n_tokens,1148,33,1115,3594.661883,1917.000000,4770.140758,156.000000,995.000000,4089.500000,36500.000000
MMMUPro,ZeroClaw,success,wall_time_sec,1148,0,1148,110.665238,61.970298,152.871771,12.158575,36.185204,126.831453,2803.438249
MMMUPro,ZeroClaw,success,action_event_count,1148,0,1148,6.013066,6.000000,2.697399,1.000000,4.000000,8.000000,33.000000
MMMUPro,ZeroClaw,success,tool_call_count,1148,0,1148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
MMMUPro,ZeroClaw,unknown,mean_entropy,104,0,104,0.065062,0.042667,0.077387,0.000000,0.023576,0.074173,0.489697
MMMUPro,ZeroClaw,unknown,max_entropy,104,0,104,2.250281,2.423799,0.654781,0.000000,2.352940,2.540815,2.673690
MMMUPro,ZeroClaw,unknown,p50_entropy,104,0,104,0.002255,0.000006,0.018587,0.000000,0.000004,0.000010,0.186576
MMMUPro,ZeroClaw,unknown,p90_entropy,104,0,104,0.141264,0.005399,0.290717,0.000000,0.000263,0.130264,1.412447
MMMUPro,ZeroClaw,unknown,n_tokens,104,7,97,30502.360825,32811.000000,13653.580848,75.000000,32768.000000,35388.000000,66765.000000
MMMUPro,ZeroClaw,unknown,wall_time_sec,104,0,104,1036.415121,1114.333210,290.500845,126.430776,1088.545638,1140.066331,1597.272032
MMMUPro,ZeroClaw,unknown,action_event_count,104,0,104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
MMMUPro,ZeroClaw,unknown,tool_call_count,104,0,104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
