task_id,correct,mean_entropy,p90_entropy,max_entropy,n_tokens,wall_time_min,traj_steps
gpqa_28,0,0.04494823600057965,0.022040441898880495,2.662713753198414,37677,60.04176114400228,2
gpqa_145,1,0.37065862795328264,1.2364747347868812,2.7329868422567043,5026,50.21534161170324,2
gpqa_62,1,0.330426169286069,1.0982604224173527,2.5135991128950215,2742,72.63400335709254,2
gpqa_73,1,0.34227925725630637,1.0629882538993671,2.28501378275344,876,2.123942196369171,2
gpqa_17,1,0.1625081724065001,0.6894861823137415,2.048962435449392,1578,19.866075348854064,6
gpqa_47,1,0.332017141058767,1.1384214211907768,2.481472499218511,895,1.8421148419380189,2
gpqa_61,1,0.31278286810924566,1.0594322633514595,2.373174110623644,2407,72.75900072256724,2
gpqa_49,1,0.24510367186966012,0.849724165487602,2.4302347458383773,1448,1.8723623673121135,8
gpqa_111,0,0.3887905119648778,1.2645124421255343,2.635795719451731,3482,40.91488511562348,6
gpqa_39,1,0.38149198897827086,1.031712904940981,2.3841633263941087,959,4.120658826828003,2
gpqa_97,1,0.1954786471236506,0.7974449514020404,2.566369776749064,5348,7.54600606362025,2
gpqa_78,1,0.2747128381818966,1.0071652539959153,2.5130391188533214,3263,2.945910088221232,2
gpqa_112,0,0.0,0.0,0.0,0,92.16106920242309,2
gpqa_55,1,0.43511166443842964,1.3719574245093422,2.6469148839212884,1635,1.7760298252105713,2
gpqa_13,1,0.13581754307898095,0.5829704382375173,1.8451862195577007,1209,22.1198818564415,4
gpqa_41,1,0.173102323144569,0.7108422490444932,2.7099577849468712,3627,14.438614491621653,6
gpqa_122,1,0.37929462353930615,1.1502004017372323,2.5093006950374175,1045,1.3078669508298237,6
gpqa_24,0,0.047817816627008305,0.015809290109047015,2.4131111234422185,19438,60.01183492739995,2
gpqa_65,0,0.03490873556086615,0.004843256010268684,2.457705492667169,34307,60.01347362200419,2
gpqa_93,1,0.1465349681999294,0.6140631040567189,2.4273962730075715,4123,3.456597987810771,2
gpqa_118,1,0.3841608817791287,1.2743228842747605,2.4999302735236686,2029,19.67402079105377,2
gpqa_57,1,0.30703378503394024,1.038636827627277,2.2795264602021184,973,0.9482937852541605,2
gpqa_115,1,0.40252927644825715,1.2371098968872223,2.5298175567041423,4161,50.99272028605143,2
gpqa_121,1,0.23827331724574088,0.8440694020262934,2.2124077617773756,1049,18.77333502372106,2
gpqa_85,1,0.37619564811384204,1.208982899717435,2.5200281160839735,1396,1.0897091507911683,2
gpqa_44,1,0.20701569215678314,0.7368892838846604,2.0294855302410606,1266,8.828201715151469,6
gpqa_12,0,0.029965770926093486,0.0046758859547106355,2.4441774767156934,24937,60.01107180118561,2
gpqa_22,0,0.02264138193043987,0.0052556843137094795,2.242067594463256,22527,60.010578008492786,2
gpqa_83,0,0.16937189887974272,0.702599818947808,2.5071789833136267,15731,84.12291781107585,2
gpqa_142,1,0.3359328634008529,1.226734410297158,2.7229877948637653,10329,51.76607880194982,2
gpqa_51,1,0.19464826797527948,0.7797678130980578,2.0897214435653426,1203,5.182494088013967,2
gpqa_129,0,0.031502480925111785,0.003958724491354303,2.6867169825663164,62536,100.60439977645873,2
gpqa_98,1,0.349845809828673,1.1625158235450075,2.517778659541596,2697,4.386488501230875,4
gpqa_50,1,0.291306474900613,1.014467545606327,2.434884366272538,2534,5.403502333164215,8
gpqa_67,1,0.3282653900470043,1.0814403203138105,2.621369278588153,1453,8.132977640628814,4
gpqa_33,1,0.30459327577530104,1.0103179450303887,2.14038324931496,965,3.900459361076355,2
gpqa_91,1,0.17817249727875972,0.7639078072802336,2.5320684261164654,2627,2.772841795285543,2
gpqa_1,1,0.3299891855972895,1.078556939971589,2.6040734487674677,1882,9.00425044298172,6
gpqa_66,1,0.3316498918619055,1.0687127119136057,2.381632224506835,940,3.6421598831812543,2
gpqa_10,1,0.2793447835890891,1.055045959046985,2.559020045062438,3458,9.276545496781667,61
gpqa_56,1,0.16286510828515585,0.6675566001196683,2.178303278018605,1232,1.4454333980878193,2
gpqa_4,1,0.17824050757929205,0.6936774179359738,2.1115735718556867,1597,5.836207067966461,4
gpqa_99,1,0.33635547685382405,1.1625106121032276,2.6835233547284014,1386,2.2995997428894044,2
gpqa_195,1,0.21466260431532677,0.7827228580384011,2.1293421233359413,2713,92.82843998670577,4
gpqa_149,0,0.18634232318619065,0.7165362858130079,2.552603732919262,3795,51.641619372367856,4
gpqa_151,1,0.1908739946274325,0.7233083899197573,1.962816751033146,2867,50.36066279411316,4
gpqa_123,0,0.3501531737218936,1.2015104132644405,2.662937821980631,4749,51.193426203727725,2
gpqa_147,1,0.14808753188645388,0.6335002376827323,1.8945990043391503,4244,55.85165682633718,6
gpqa_58,1,0.2431465099245639,0.906032293295512,2.5587591683235913,8415,81.08753471771875,2
gpqa_119,1,0.29603039092461225,1.053632311399471,2.5557165177263172,4291,50.78994977871577,2
gpqa_54,1,0.16486723277483922,0.6724909884190404,1.9358415314019524,1208,1.5967736959457397,4
gpqa_133,1,0.0,0.0,0.0,0,20.005803215503693,2
gpqa_146,1,0.23640419937602142,0.8956297860022773,2.4202057318865835,4008,49.638486647605895,2
gpqa_106,0,0.019070147431416395,0.001909379303582097,2.574313619841017,64777,60.02277479569117,2
gpqa_48,1,0.37489168666218703,1.1605340066640644,2.468572717692673,916,2.803063956896464,2
gpqa_21,1,0.1869822926273388,0.7292373438354123,2.2740245971766875,1932,3.704383663336436,4
gpqa_8,1,0.2296389191739134,0.8080140928009564,2.117018995304233,1426,15.681193697452546,8
gpqa_5,1,0.4281143776447704,1.3434197654600635,2.765766545578887,3013,11.731944890817006,4
gpqa_36,1,0.19862484793739515,0.7463231669148624,2.5039692034054917,1205,4.3236360311508175,2
gpqa_144,1,0.282814263493689,0.9843796064863812,2.35693899669942,3634,48.99143448670705,2
gpqa_101,0,0.026426774856147892,0.005021756531895435,2.708433881423122,36997,60.052268373966214,2
gpqa_89,0,0.28555145328958764,1.0443907107742971,2.5775229726196334,2105,1.6241618434588114,2
gpqa_94,0,0.010707468854967267,0.0026530693914508735,2.4504571636814823,65536,56.016600942611696,2
gpqa_14,1,0.0,0.0,0.0,0,20.013558757305145,4
gpqa_11,1,0.21506146907827645,0.8176070424993143,2.0041103891417227,796,9.23596758445104,4
gpqa_87,0,0.348121709328153,1.0966225067331385,2.4132924339100774,1256,0.9451075633366902,2
gpqa_35,1,0.2216196987580817,0.7810547341707034,1.887915800293843,955,9.564154414335887,6
gpqa_148,1,0.20383873084746673,0.7343997501156216,2.170452631000313,3396,52.21028893391291,4
gpqa_52,1,0.35054746234701684,1.120398752693871,2.2618008201043054,985,1.766783062616984,4
gpqa_135,0,0.031396646112539964,0.0060186127145693885,2.762396167128084,85143,100.70669205188752,2
gpqa_155,1,0.23936644755204284,0.8660528664270751,2.3859465297604676,1739,10.364985700448354,4
gpqa_100,0,0.026583323127489736,0.004852394011571672,2.656686138934725,36994,60.05198341210683,2
gpqa_88,1,0.2134767858369051,0.8898838316043177,2.6027493183131236,13718,57.852043426036836,2
gpqa_154,1,0.21881136829054357,0.7754986562115721,2.213512174370438,1553,12.949698885281881,6
gpqa_23,1,0.259749757404111,0.9165140172711881,2.2032693092049627,1360,8.258003048102061,2
gpqa_105,1,0.33549181547581197,1.1752917909497498,2.5638460037370843,1469,2.151894470055898,2
gpqa_34,1,0.22185628545615316,0.7969501196524028,2.3092951761851745,1137,4.302834896246592,2
gpqa_80,1,0.2315628900865849,0.8109312757942916,2.2212444105942164,1290,1.0693107922871907,2
gpqa_86,0,0.4912522621534428,1.3065582172780918,2.520025439646776,2103,2.0805163621902465,6
gpqa_164,1,0.10877287628429647,0.46740335450386356,1.8177470191586673,1415,9.912140949567158,4
gpqa_158,1,0.25665721170759925,0.9520761444882188,2.553317504491247,2334,10.064493453502655,4
gpqa_6,1,0.21843769930279547,0.8291685036672309,2.34003642995803,2368,8.186638649304708,4
gpqa_37,1,0.23591765074305976,0.8589633880370643,2.0557207834007216,1190,10.341208748022716,6
gpqa_40,1,0.4018412470408212,1.3056361178677127,2.555415382198794,1985,12.148749264081319,6
gpqa_156,1,0.21937659426371908,0.8154850297713081,2.0017966667269063,1237,9.456731315453847,4
gpqa_18,0,0.03721428352270997,0.008745471785548862,2.5794821852131267,27044,60.011338675022124,2
gpqa_120,0,0.0,0.0,0.0,0,44.57196054458618,2
gpqa_138,1,0.27628244634709853,0.9970055869832831,2.651023296308314,5489,52.841010332107544,4
gpqa_171,1,0.0,0.0,0.0,0,20.023121786117553,6
gpqa_27,1,0.32870892078862224,1.0333848095485565,2.3424534622006976,1353,16.3049680630366,6
gpqa_92,1,0.21225581052445786,0.8749891615454014,2.315672335703178,1662,1.4907731493314107,2
gpqa_114,1,0.19514877078242543,0.7291748868628805,2.2723852033204524,1497,18.403350762526195,2
gpqa_196,0,0.03797717157259884,0.005166008045676575,2.4709063502968647,44512,121.46504308780034,2
gpqa_3,1,0.2569250042933508,0.923657966293551,2.542049817483997,1203,5.917375767230988,4
gpqa_84,1,0.2689058029848064,1.0023530066323036,2.3903516650354875,1539,1.1705812493960062,2
gpqa_126,1,0.2885125391697404,1.0043419259965813,2.595292425907608,1981,5.080681312084198,2
gpqa_7,1,0.28132581331022966,0.9422209958613945,2.4331106477577507,1282,14.845640687147776,10
gpqa_136,0,0.058546237258201475,0.011728087698316484,2.6150984207222243,59643,100.58314902385077,2
gpqa_153,1,0.35747789497971955,1.0963133793121065,2.1786764092796456,2633,48.23334749937057,2
gpqa_42,0,0.42144219299886615,1.2439527748397545,2.5713474806320553,1323,3.9879277110099793,2
gpqa_161,1,0.2794556137110305,0.9573194659710386,2.484689113472922,1551,10.696918177604676,4
gpqa_2,0,0.02950367118265829,0.005159694372266166,2.4859879936988056,30053,60.018894914786024,4
gpqa_25,1,0.155375318684138,0.6577089695260365,2.177908650731136,1044,18.518902802467345,4
gpqa_79,0,0.34237570782302335,1.1789144527051743,2.575217611543337,1484,1.2878778298695883,2
gpqa_90,0,0.09465579955752271,0.2784312552566316,2.6171096951078385,6984,9.536231025060017,8
gpqa_77,1,0.272887888730146,0.9163067698600242,2.308887926074088,5085,4.536545451482137,2
gpqa_181,1,0.13666204104820473,0.5926873838151265,2.31759974906183,1865,105.21164457798004,2
gpqa_113,0,0.3502490288728195,1.2298421116623777,2.5171810648312984,1959,19.589233668645225,2
gpqa_71,1,0.31699608007138497,1.063188475982507,2.5841049921298986,1954,12.601324963569642,10
gpqa_140,0,0.02840936774881989,0.003740921957104147,2.561710039332715,79827,100.62055052518845,2
gpqa_104,1,0.4262714785931303,1.378841118644114,2.6901576094001363,2766,3.774961777528127,2
gpqa_82,1,0.35769223996834365,1.1686033139506276,2.515514739556648,2335,1.6356287082036336,2
gpqa_0,1,0.3139365549458475,1.0506651382034515,2.471020563643454,1051,8.830293985207875,6
gpqa_16,1,0.35237752378565107,1.2472705715858483,2.480409312955035,1260,15.484465936819712,2
gpqa_15,1,0.37532706009790906,1.199593787387052,2.5011360197795107,1343,21.02950704495112,2
gpqa_53,1,0.14351058738534356,0.6221751381136539,1.9628132025093303,1234,2.313815967241923,6
gpqa_131,0,0.03593573610129342,0.00617380406980304,2.9123348465092738,84104,100.63691940704982,2
gpqa_19,1,0.13187373484276074,0.6065867231871237,2.286398518937212,1330,14.5260795434316,4
gpqa_117,1,0.312496458382379,1.0570047414355352,2.648167389890534,3412,50.10024360815684,2
gpqa_116,0,0.0,0.0,0.0,0,51.14115906556447,2
gpqa_103,0,0.2694338188423879,0.9859626952182828,2.449864232633438,3870,5.177683671315511,2
gpqa_68,1,0.336647300258996,1.0724896654599618,2.300866237134952,961,4.768884996573131,2
gpqa_134,0,0.024560486071507848,0.003511313025779109,2.646284711053114,52330,100.62632056474686,2
gpqa_157,1,0.27395586219132256,0.9149882216947911,2.080988881307721,1012,10.780857741832733,6
gpqa_102,0,0.014908247318511163,0.00332704435130883,2.699005599715977,36997,60.05257113377253,2
gpqa_162,0,0.028389973993731093,0.004093774906357403,2.576347968654219,38972,60.03342785835266,2
gpqa_30,1,0.2828276007109793,1.005443640666105,2.259273372457337,2801,26.579315225283306,10
gpqa_75,1,0.22539280615904372,0.8304437672190126,2.313801307236925,1279,2.7582355697949725,2
gpqa_45,1,0.21176092810345112,0.8021443807844114,2.175080183002848,896,6.006654826800029,4
gpqa_70,0,0.42867770399410227,1.2610606466887326,2.425799753725752,1166,3.3177016377449036,2
gpqa_143,0,0.04299943807823541,0.003975094107083231,2.7295318598726275,53483,100.6057295759519,2
gpqa_81,0,0.013534677036904207,0.004081445718284325,2.6749491648269763,65536,54.35532101392746,2
gpqa_60,1,0.49732934295006637,1.3824583776711543,2.6562335516935818,4004,84.59253244797388,11
gpqa_141,1,0.3213225498577078,1.057413859094983,2.4767508364787387,4573,55.46791838407516,6
gpqa_29,1,0.3800583120298214,1.171809025360172,2.3419205437170802,942,3.61871368487676,2
gpqa_46,1,0.3168090985321694,1.0853009628502372,2.5786686735484263,3054,18.919743506113686,16
gpqa_20,1,0.33099718910225423,1.1817732989266965,2.5382655778233953,2331,11.490145345528921,2
gpqa_125,0,0.09290804208296574,0.2684937890285619,2.6327408716357548,66646,100.68781782786051,2
gpqa_43,0,0.29965018131067434,1.021042574407341,2.388168494857624,3907,13.728775111834208,12
gpqa_32,1,0.2508239634604101,0.9017566086917984,2.2013420950744353,1463,9.59884166320165,4
