task_id,harness,n_segments,arm_sequence,dominant_mode,dominant_rate,arm_entropy,PD->PD,reason->PD,reason->IC,PD->reason,reason->UN,UN->reason,RR->reason,PD->IC,rate_SE,rate_PD,rate_IC,rate_UN,rate_RR,rate_reason,correct,score,outcome
gpqa_115,directllm,7,RR|PD|reason|IC|reason|reason|reason,reason,0.5714,1.1537,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_116,directllm,3,RR|reason|reason,reason,0.6667,0.6365,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,False,0.0,wrong
gpqa_117,directllm,7,RR|reason|reason|reason|reason|reason|reason,reason,0.8571,0.4101,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,True,1.0,correct
gpqa_118,directllm,5,RR|reason|reason|reason|PD,reason,0.6,0.9503,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.6,True,1.0,correct
gpqa_119,directllm,5,RR|PD|PD|PD|reason,PD,0.6,0.9503,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,True,1.0,correct
gpqa_12,directllm,7,PD|reason|reason|IC|PD|PD|reason,PD,0.4286,1.0042,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.42857142857142855,True,1.0,correct
gpqa_120,directllm,6,RR|reason|PD|reason|PD|reason,reason,0.5,1.0114,0.0,0.4,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5,False,0.0,wrong
gpqa_121,directllm,7,IC|reason|PD|PD|PD|reason|reason,reason,0.4286,1.0042,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.42857142857142855,True,1.0,correct
gpqa_122,directllm,3,RR|reason|PD,RR,0.3333,1.0986,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,True,1.0,correct
gpqa_123,directllm,6,RR|reason|reason|reason|reason|reason,reason,0.8333,0.4506,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,True,1.0,correct
gpqa_124,directllm,3,RR|reason|reason,reason,0.6667,0.6365,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,True,1.0,correct
gpqa_125,directllm,8,RR|PD|PD|PD|PD|PD|reason|reason,PD,0.625,0.9003,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.125,0.25,True,1.0,correct
gpqa_126,directllm,8,RR|reason|reason|reason|reason|reason|reason|PD,reason,0.75,0.7356,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.125,0.0,0.0,0.125,0.75,True,1.0,correct
gpqa_127,directllm,7,RR|reason|reason|reason|reason|reason|reason,reason,0.8571,0.4101,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,True,1.0,correct
gpqa_128,directllm,6,RR|reason|reason|reason|PD|reason,reason,0.6667,0.8676,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.6666666666666666,True,1.0,correct
gpqa_129,directllm,7,RR|reason|reason|reason|reason|PD|reason,reason,0.7143,0.7963,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.7142857142857143,False,0.0,wrong
gpqa_13,directllm,10,PD|reason|reason|reason|reason|reason|reason|reason|PD|reason,reason,0.8,0.5004,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,True,1.0,correct
gpqa_130,directllm,4,RR|reason|PD|IC,RR,0.25,1.3863,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.25,0.0,0.25,0.25,True,1.0,correct
gpqa_131,directllm,2,RR|PD,RR,0.5,0.6931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,True,1.0,correct
gpqa_132,directllm,7,RR|reason|reason|reason|PD|PD|reason,reason,0.5714,0.9557,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_133,directllm,5,RR|reason|PD|PD|reason,reason,0.4,1.0549,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.0,0.2,0.4,True,1.0,correct
gpqa_134,directllm,5,RR|reason|reason|reason|PD,reason,0.6,0.9503,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.6,True,1.0,correct
gpqa_135,directllm,4,RR|reason|reason|reason,reason,0.75,0.5623,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.75,False,0.0,wrong
gpqa_136,directllm,5,RR|reason|reason|reason|reason,reason,0.8,0.5004,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.8,True,1.0,correct
gpqa_137,directllm,6,RR|reason|PD|PD|IC|reason,reason,0.3333,1.3297,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,True,1.0,correct
gpqa_138,directllm,7,UN|PD|PD|reason|reason|PD|reason,PD,0.4286,1.0042,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.42857142857142855,True,1.0,correct
gpqa_139,directllm,7,RR|reason|PD|PD|reason|reason|reason,reason,0.5714,0.9557,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_14,directllm,5,RR|reason|PD|PD|reason,reason,0.4,1.0549,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.0,0.2,0.4,True,1.0,correct
gpqa_140,directllm,7,RR|reason|reason|PD|PD|reason|reason,reason,0.5714,0.9557,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_141,directllm,8,RR|reason|PD|reason|reason|reason|reason|reason,reason,0.75,0.7356,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.125,0.0,0.0,0.125,0.75,True,1.0,correct
gpqa_142,directllm,4,RR|reason|reason|reason,reason,0.75,0.5623,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.75,True,1.0,correct
gpqa_143,directllm,7,RR|reason|reason|reason|reason|reason|reason,reason,0.8571,0.4101,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,False,0.0,wrong
gpqa_144,directllm,7,RR|reason|PD|PD|PD|PD|reason,PD,0.5714,0.9557,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.2857142857142857,True,1.0,correct
gpqa_145,directllm,7,RR|PD|PD|PD|PD|PD|reason,PD,0.7143,0.7963,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,True,1.0,correct
gpqa_146,directllm,6,RR|reason|reason|reason|reason|reason,reason,0.8333,0.4506,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,True,1.0,correct
gpqa_147,directllm,6,IC|PD|PD|IC|reason|IC,IC,0.5,1.0114,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.3333333333333333,0.5,0.0,0.0,0.16666666666666666,True,1.0,correct
gpqa_148,directllm,7,UN|reason|reason|SE|reason|PD|PD,reason,0.4286,1.277,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.0,0.42857142857142855,True,1.0,correct
gpqa_149,directllm,5,RR|reason|PD|PD|PD,PD,0.6,0.9503,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.0,0.0,0.2,0.2,False,0.0,wrong
gpqa_15,directllm,8,PD|PD|reason|reason|IC|reason|reason|reason,reason,0.625,0.9003,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.625,True,1.0,correct
gpqa_150,directllm,4,RR|PD|PD|PD,PD,0.75,0.5623,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,True,1.0,correct
gpqa_151,directllm,7,PD|reason|reason|PD|reason|reason|PD,reason,0.5714,0.6829,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,True,1.0,correct
gpqa_152,directllm,6,PD|reason|reason|reason|reason|PD,reason,0.6667,0.6365,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,True,1.0,correct
gpqa_153,directllm,3,PD|PD|UN,PD,0.6667,0.6365,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,True,1.0,correct
gpqa_154,directllm,7,PD|reason|reason|reason|PD|PD|reason,reason,0.5714,0.6829,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,True,1.0,correct
gpqa_155,directllm,8,PD|reason|reason|reason|PD|PD|PD|reason,PD,0.5,0.6931,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,True,1.0,correct
gpqa_156,directllm,6,PD|reason|reason|PD|IC|reason,reason,0.5,1.0114,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5,True,1.0,correct
gpqa_157,directllm,7,PD|reason|reason|reason|PD|PD|reason,reason,0.5714,0.6829,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,True,1.0,correct
gpqa_158,directllm,6,PD|reason|reason|UN|reason|PD,reason,0.5,1.0114,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.5,True,1.0,correct
gpqa_159,directllm,4,PD|reason|reason|PD,PD,0.5,0.6931,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,True,1.0,correct
gpqa_16,directllm,6,UN|reason|reason|IC|reason|reason,reason,0.6667,0.8676,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,True,1.0,correct
gpqa_160,directllm,7,PD|reason|PD|PD|PD|reason|reason,PD,0.5714,0.6829,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855,True,1.0,correct
gpqa_161,directllm,2,PD|PD,PD,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_162,directllm,7,PD|PD|reason|PD|IC|reason|reason,PD,0.4286,1.0042,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.42857142857142855,True,1.0,correct
gpqa_163,directllm,5,RR|reason|PD|reason|reason,reason,0.6,0.9503,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.6,True,1.0,correct
gpqa_164,directllm,6,PD|reason|reason|reason|reason|reason,reason,0.8333,0.4506,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,True,1.0,correct
gpqa_165,directllm,8,PD|reason|reason|reason|PD|reason|reason|PD,reason,0.625,0.6616,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.625,True,1.0,correct
gpqa_166,directllm,7,PD|reason|reason|PD|PD|PD|reason,PD,0.5714,0.6829,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855,True,1.0,correct
gpqa_167,directllm,7,RR|reason|reason|PD|reason|PD|PD,reason,0.4286,1.0042,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.42857142857142855,True,1.0,correct
gpqa_168,directllm,9,RR|reason|reason|reason|reason|PD|reason|reason|reason,reason,0.7778,0.6837,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.7777777777777778,True,1.0,correct
gpqa_169,directllm,8,RR|PD|reason|reason|reason|PD|reason|PD,reason,0.5,0.9743,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.125,0.5,True,1.0,correct
gpqa_17,directllm,9,PD|PD|PD|PD|reason|PD|PD|PD|reason,PD,0.7778,0.5297,0.625,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.2222222222222222,True,1.0,correct
gpqa_170,directllm,2,PD|PD,PD,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_171,directllm,7,PD|reason|reason|PD|reason|PD|PD,PD,0.5714,0.6829,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855,True,1.0,correct
gpqa_172,directllm,7,RR|reason|PD|PD|reason|PD|reason,reason,0.4286,1.0042,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.42857142857142855,True,1.0,correct
gpqa_173,directllm,2,PD|PD,PD,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_174,directllm,6,PD|reason|reason|PD|PD|PD,PD,0.6667,0.6365,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,True,1.0,correct
gpqa_175,directllm,7,IC|reason|reason|reason|reason|reason|PD,reason,0.7143,0.7963,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.7142857142857143,True,1.0,correct
gpqa_176,directllm,8,RR|reason|reason|reason|PD|reason|reason|reason,reason,0.75,0.7356,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.125,0.0,0.0,0.125,0.75,True,1.0,correct
gpqa_177,directllm,8,IC|reason|PD|reason|PD|reason|reason|reason,reason,0.625,0.9003,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.625,True,1.0,correct
gpqa_178,directllm,6,PD|SE|PD|IC|PD|reason,PD,0.5,1.2425,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666,True,1.0,correct
gpqa_179,directllm,7,PD|reason|PD|reason|PD|PD|PD,PD,0.7143,0.5983,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,True,1.0,correct
gpqa_18,directllm,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,wrong
gpqa_180,directllm,8,PD|reason|reason|reason|reason|reason|reason|reason,reason,0.875,0.3768,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.875,True,1.0,correct
gpqa_181,directllm,9,PD|reason|reason|PD|reason|reason|PD|reason|reason,reason,0.6667,0.6365,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,True,1.0,correct
gpqa_182,directllm,6,PD|reason|PD|PD|PD|PD,PD,0.8333,0.4506,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,True,1.0,correct
gpqa_183,directllm,7,RR|reason|reason|PD|PD|PD|reason,reason,0.4286,1.0042,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.42857142857142855,True,1.0,correct
gpqa_184,directllm,5,RR|PD|PD|reason|reason,PD,0.4,1.0549,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.4,True,1.0,correct
gpqa_185,directllm,6,RR|reason|PD|reason|PD|reason,reason,0.5,1.0114,0.0,0.4,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5,True,1.0,correct
gpqa_186,directllm,9,PD|reason|PD|reason|PD|PD|reason|PD|reason,PD,0.5556,0.687,0.125,0.375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,True,1.0,correct
gpqa_187,directllm,8,PD|reason|reason|reason|reason|reason|reason|reason,reason,0.875,0.3768,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.875,True,1.0,correct
gpqa_188,directllm,8,PD|reason|PD|PD|PD|reason|PD|PD,PD,0.75,0.5623,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,True,1.0,correct
gpqa_189,directllm,4,IC|PD|PD|IC,IC,0.5,0.6931,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,True,1.0,correct
gpqa_19,directllm,6,PD|reason|PD|reason|reason|PD,PD,0.5,0.6931,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,True,1.0,correct
gpqa_190,directllm,7,PD|reason|reason|reason|PD|reason|reason,reason,0.7143,0.5983,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143,True,1.0,correct
gpqa_191,directllm,7,PD|reason|reason|reason|reason|reason|reason,reason,0.8571,0.4101,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,True,1.0,correct
gpqa_192,directllm,8,PD|reason|reason|PD|PD|PD|reason|UN,PD,0.5,0.9743,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.0,0.375,True,1.0,correct
gpqa_193,directllm,10,PD|reason|reason|reason|reason|PD|reason|PD|reason|reason,reason,0.7,0.6109,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,True,1.0,correct
gpqa_194,directllm,8,PD|reason|reason|reason|PD|PD|PD|reason,PD,0.5,0.6931,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,True,1.0,correct
gpqa_195,directllm,8,PD|reason|PD|reason|PD|reason|reason|reason,reason,0.625,0.6616,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.625,True,1.0,correct
gpqa_196,directllm,7,RR|reason|reason|reason|reason|reason|PD,reason,0.7143,0.7963,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.7142857142857143,False,0.0,wrong
gpqa_197,directllm,2,RR|PD,RR,0.5,0.6931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,True,1.0,correct
gpqa_2,directllm,7,PD|reason|reason|PD|PD|PD|UN,PD,0.5714,0.9557,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,True,1.0,correct
