harness,task_id,correct,mean_entropy,n_tokens
openclaw,gpqa_40,1,0.4018412470408212,1985
openclaw,gpqa_41,1,0.173102323144569,3627
openclaw,gpqa_42,0,0.42144219299886615,1323
openclaw,gpqa_43,0,0.29965018131067434,3907
openclaw,gpqa_44,1,0.20701569215678314,1266
openclaw,gpqa_45,1,0.21176092810345112,896
openclaw,gpqa_46,1,0.3168090985321694,3054
openclaw,gpqa_47,1,0.332017141058767,895
openclaw,gpqa_48,1,0.37489168666218703,916
openclaw,gpqa_49,1,0.24510367186966012,1448
openclaw,gpqa_5,1,0.4281143776447704,3013
openclaw,gpqa_50,1,0.291306474900613,2534
openclaw,gpqa_51,1,0.19464826797527948,1203
openclaw,gpqa_52,1,0.35054746234701684,985
openclaw,gpqa_53,1,0.14351058738534356,1234
openclaw,gpqa_54,1,0.16486723277483922,1208
openclaw,gpqa_55,1,0.43511166443842964,1635
openclaw,gpqa_56,1,0.16286510828515585,1232
openclaw,gpqa_57,1,0.30703378503394024,973
openclaw,gpqa_58,1,0.2431465099245639,8415
openclaw,gpqa_59,0,0.10172081872095488,19166
openclaw,gpqa_6,1,0.21843769930279547,2368
openclaw,gpqa_60,1,0.49732934295006637,4004
openclaw,gpqa_61,1,0.31278286810924566,2407
openclaw,gpqa_62,1,0.330426169286069,2742
openclaw,gpqa_63,1,0.2706781404732278,1818
openclaw,gpqa_64,0,0.49895073730232165,1521
openclaw,gpqa_65,0,0.03490873556086615,34307
openclaw,gpqa_66,1,0.3316498918619055,940
openclaw,gpqa_67,1,0.3282653900470043,1453
openclaw,gpqa_68,1,0.336647300258996,961
openclaw,gpqa_69,0,0.011327099473669363,38718
openclaw,gpqa_7,1,0.28132581331022966,1282
openclaw,gpqa_70,0,0.42867770399410227,1166
openclaw,gpqa_71,1,0.31699608007138497,1954
openclaw,gpqa_72,1,0.3411767492583164,960
openclaw,gpqa_73,1,0.34227925725630637,876
openclaw,gpqa_74,1,0.2082823616296693,1363
openclaw,gpqa_75,1,0.22539280615904372,1279
openclaw,gpqa_76,1,0.21098935482043388,5371
openclaw,gpqa_77,1,0.272887888730146,5085
openclaw,gpqa_78,1,0.2747128381818966,3263
openclaw,gpqa_79,0,0.34237570782302335,1484
openclaw,gpqa_8,1,0.2296389191739134,1426
openclaw,gpqa_80,1,0.2315628900865849,1290
openclaw,gpqa_81,0,0.013534677036904207,65536
openclaw,gpqa_82,1,0.35769223996834365,2335
openclaw,gpqa_83,0,0.16937189887974272,15731
openclaw,gpqa_84,1,0.2689058029848064,1539
openclaw,gpqa_85,1,0.37619564811384204,1396
openclaw,gpqa_86,0,0.4912522621534428,2103
openclaw,gpqa_87,0,0.348121709328153,1256
openclaw,gpqa_88,1,0.2134767858369051,13718
openclaw,gpqa_89,0,0.28555145328958764,2105
openclaw,gpqa_9,0,0.0404943471064899,29636
openclaw,gpqa_90,0,0.09465579955752271,6984
openclaw,gpqa_91,1,0.17817249727875972,2627
openclaw,gpqa_92,1,0.21225581052445786,1662
openclaw,gpqa_93,1,0.1465349681999294,4123
openclaw,gpqa_94,0,0.010707468854967267,65536
openclaw,gpqa_95,1,0.11255234587347134,3896
openclaw,gpqa_96,0,0.016213995496511046,65536
openclaw,gpqa_97,1,0.1954786471236506,5348
openclaw,gpqa_98,1,0.349845809828673,2697
openclaw,gpqa_99,1,0.33635547685382405,1386
opencode,gpqa_0,1,0.327966237093093,717
opencode,gpqa_1,1,0.38386564526108086,1547
opencode,gpqa_10,0,0.3092497697762995,2332
opencode,gpqa_100,0,0.09200695037226447,5811
opencode,gpqa_101,1,0.4620103281671663,1741
opencode,gpqa_102,1,0.5641916362697069,1430
opencode,gpqa_103,0,0.25416991150098306,3355
opencode,gpqa_104,1,0.4656578220983285,2463
opencode,gpqa_105,1,0.357475724320906,1322
opencode,gpqa_106,0,0.2662596272805326,352
opencode,gpqa_107,0,0.501198360480681,1285
opencode,gpqa_108,0,0.2261044034786356,5800
opencode,gpqa_109,0,0.17852331044934838,5828
opencode,gpqa_11,1,0.26680525475141414,690
opencode,gpqa_110,1,0.48741501086313527,1508
opencode,gpqa_111,0,0.10441214348881016,5807
opencode,gpqa_112,0,0.18747238935665247,5825
opencode,gpqa_113,0,0.31210535605993184,1051
opencode,gpqa_114,0,0.25375696265641245,1032
opencode,gpqa_115,1,0.4165639467374645,1190
opencode,gpqa_116,0,0.30169219508061773,5089
opencode,gpqa_117,1,0.3077841574012243,822
opencode,gpqa_118,0,0.3568103532112535,1437
opencode,gpqa_119,1,0.4797263171585508,1446
opencode,gpqa_12,1,0.3178385194961593,1589
opencode,gpqa_120,0,0.1515196223420112,5818
opencode,gpqa_121,1,0.18593707926977684,788
opencode,gpqa_122,1,0.41170647340299377,854
opencode,gpqa_123,1,0.41662451350524743,1385
opencode,gpqa_124,0,0.1108839973761311,4734
opencode,gpqa_125,0,0.20142015027187346,5803
opencode,gpqa_126,1,0.3445272227317263,1431
opencode,gpqa_127,0,0.12553536916676322,5801
opencode,gpqa_128,1,0.4480003308351668,2793
opencode,gpqa_129,0,0.44812389696500676,1988
opencode,gpqa_13,1,0.17167182099329256,760
opencode,gpqa_130,0,0.11178767064387134,5778
opencode,gpqa_131,1,0.5332267463457825,1784
opencode,gpqa_132,0,0.3781336986112502,807
opencode,gpqa_133,0,0.37150681437789745,1585
opencode,gpqa_134,0,0.10913905929433783,5819
opencode,gpqa_135,1,0.40429608775339226,2048
opencode,gpqa_136,1,0.2899925012953086,1041
opencode,gpqa_137,1,0.3081104067212656,1731
opencode,gpqa_138,1,0.26811141155992874,1188
opencode,gpqa_139,1,0.3444618158595223,1079
opencode,gpqa_14,1,0.3689736905972957,546
opencode,gpqa_140,1,0.4116123954718301,1775
opencode,gpqa_141,1,0.32061285593471955,415
opencode,gpqa_143,0,0.3901871823212723,1112
opencode,gpqa_144,1,0.3080350072606396,1050
opencode,gpqa_145,1,0.30774622932002965,1196
opencode,gpqa_146,1,0.2752099333640827,1376
opencode,gpqa_147,1,0.2310902578456647,675
opencode,gpqa_148,1,0.16204609692601893,493
opencode,gpqa_149,0,0.32471164909843514,1951
opencode,gpqa_15,1,0.5280482507891977,1255
opencode,gpqa_150,1,0.22377461171373705,459
opencode,gpqa_151,1,0.17534348640735095,679
opencode,gpqa_152,1,0.20403673426880692,696
opencode,gpqa_153,1,0.36191401683801705,735
opencode,gpqa_154,1,0.21595937582511712,942
opencode,gpqa_155,1,0.2546022071737514,756
opencode,gpqa_156,1,0.25161417685314524,936
opencode,gpqa_157,1,0.2549596054936764,559
opencode,gpqa_158,1,0.30727651228815844,897
opencode,gpqa_159,1,0.19147783424147105,905
opencode,gpqa_16,1,0.36363925535086916,1354
opencode,gpqa_161,1,0.2471089319188951,898
opencode,gpqa_162,1,0.3950824139829114,3180
opencode,gpqa_163,1,0.18497548299424252,285
opencode,gpqa_164,1,0.09492214277681195,995
opencode,gpqa_165,1,0.12062251342456466,1015
opencode,gpqa_166,1,0.12289211403647282,729
opencode,gpqa_167,1,0.13021262133822936,1320
opencode,gpqa_168,1,0.14636193087100566,805
opencode,gpqa_169,1,0.3151041338922,681
opencode,gpqa_17,1,0.20151346395692896,1305
opencode,gpqa_170,1,0.13602920330149934,683
opencode,gpqa_171,1,0.27271971524072064,2394
opencode,gpqa_172,1,0.2585408995666599,1598
opencode,gpqa_174,1,0.27286638029096844,2121
opencode,gpqa_175,1,0.16676593869144082,1173
opencode,gpqa_176,1,0.2707957161253352,818
opencode,gpqa_177,1,0.2561953134075481,666
opencode,gpqa_178,1,0.14338153752901167,1638
opencode,gpqa_179,1,0.19161931279425085,1039
opencode,gpqa_18,0,0.29988173745110336,5797
opencode,gpqa_180,1,0.12852883349084657,855
opencode,gpqa_182,1,0.1942550491613751,654
opencode,gpqa_183,1,0.12925921305196983,449
opencode,gpqa_184,1,0.22206173248456695,727
opencode,gpqa_185,0,0.5158303026405865,1467
opencode,gpqa_186,1,0.18945204264798557,491
opencode,gpqa_187,1,0.21364937800754852,486
opencode,gpqa_188,1,0.29869779678439934,1803
opencode,gpqa_19,1,0.16673692521395989,598
opencode,gpqa_190,1,0.1538027384919396,576
opencode,gpqa_191,1,0.2284892181108168,523
opencode,gpqa_192,1,0.3348499823824935,1004
opencode,gpqa_193,1,0.13725157783880487,655
opencode,gpqa_194,1,0.21877554762643298,599
opencode,gpqa_195,1,0.22751468322453144,874
opencode,gpqa_196,0,0.36275596967503376,1363
opencode,gpqa_197,1,0.1842438882567326,1086
opencode,gpqa_2,1,0.20721952456571235,988
opencode,gpqa_20,1,0.42847973214420987,1339
opencode,gpqa_21,1,0.2414822774930169,626
opencode,gpqa_22,0,0.0647845686856866,5806
opencode,gpqa_23,1,0.23154027177177042,1046
opencode,gpqa_24,1,0.31266687286509937,2022
opencode,gpqa_25,1,0.2323703908645614,371
opencode,gpqa_26,1,0.1632385943386773,726
opencode,gpqa_27,1,0.40178111232215336,804
opencode,gpqa_28,0,0.2672358699473799,5815
opencode,gpqa_29,1,0.4021027879421875,759
opencode,gpqa_3,1,0.25587197540226797,652
opencode,gpqa_30,0,0.4011992629564157,5019
opencode,gpqa_31,0,0.5428518016351054,236
opencode,gpqa_32,1,0.22170962422116386,780
opencode,gpqa_33,1,0.30098861952854405,693
opencode,gpqa_34,1,0.19993378077085186,905
opencode,gpqa_35,1,0.23601737313293297,891
opencode,gpqa_36,1,0.24896032835759455,1011
opencode,gpqa_37,1,0.24187760839619876,806
opencode,gpqa_38,0,0.09917643166784303,5822
opencode,gpqa_39,1,0.3569118850183018,781
opencode,gpqa_4,1,0.2302003615207974,1333
opencode,gpqa_40,0,0.16208470048072335,5814
opencode,gpqa_41,1,0.43220942896479936,559
opencode,gpqa_42,0,0.4232871151747169,893
opencode,gpqa_43,0,0.4665708223774319,849
opencode,gpqa_44,1,0.2271255522681931,908
opencode,gpqa_45,1,0.20766233614896806,1325
opencode,gpqa_46,1,0.24883347429110567,1150
opencode,gpqa_47,1,0.3522063151230028,628
opencode,gpqa_48,1,0.3310419608275017,505
opencode,gpqa_49,1,0.30119276581333,690
opencode,gpqa_5,1,0.3517027074165662,961
opencode,gpqa_50,1,0.32798342265575453,2007
opencode,gpqa_51,1,0.12461541187233502,1361
opencode,gpqa_52,1,0.30153003520587646,771
opencode,gpqa_53,1,0.2065832487309947,678
opencode,gpqa_54,1,0.19932855052032536,619
opencode,gpqa_55,1,0.5171566938641455,1225
opencode,gpqa_56,1,0.2565546181652137,927
opencode,gpqa_57,1,0.3050710359100707,652
opencode,gpqa_58,0,0.14803217303466593,5823
opencode,gpqa_59,0,0.3154042930616516,238
opencode,gpqa_6,1,0.2659022042831498,1820
opencode,gpqa_60,1,0.598865479389691,1128
opencode,gpqa_61,1,0.4207030255173563,739
opencode,gpqa_62,1,0.39198595504806594,817
opencode,gpqa_63,1,0.3478820825997859,1089
opencode,gpqa_64,0,0.5213854927147162,1101
opencode,gpqa_65,0,0.5007903288348966,149
opencode,gpqa_66,1,0.3586265614467149,775
opencode,gpqa_67,1,0.3070232441885188,1149
opencode,gpqa_68,1,0.3218853746632877,763
opencode,gpqa_69,1,0.5403485019311629,1150
opencode,gpqa_7,1,0.2617021879114087,704
opencode,gpqa_70,0,0.4155144174304294,710
opencode,gpqa_71,1,0.37675947618170547,167
opencode,gpqa_72,1,0.4224224013881328,750
opencode,gpqa_73,1,0.323368172419212,760
opencode,gpqa_74,1,0.23863159978868198,847
opencode,gpqa_75,1,0.3000254896247614,1129
opencode,gpqa_76,1,0.5151858942943939,1083
opencode,gpqa_77,0,0.4915637198666013,2114
opencode,gpqa_78,1,0.3582157237282217,1518
opencode,gpqa_79,0,0.40758787668286983,1835
opencode,gpqa_8,1,0.2756594276614471,1200
opencode,gpqa_80,1,0.28299861746989197,1296
opencode,gpqa_81,1,0.6016334387715226,2100
opencode,gpqa_82,0,0.18583546172789112,5817
opencode,gpqa_83,0,0.42103029184275753,1352
opencode,gpqa_84,1,0.29890394532627934,1118
opencode,gpqa_85,1,0.40124147899432744,1555
opencode,gpqa_86,1,0.3701815780985594,685
opencode,gpqa_87,0,0.5275673867731454,2586
opencode,gpqa_88,1,0.4511020356220128,1217
opencode,gpqa_89,0,0.3034443713665349,1983
opencode,gpqa_9,1,0.4178353698564436,1434
opencode,gpqa_90,1,0.2913115640831553,754
opencode,gpqa_91,1,0.4080325905813483,1046
opencode,gpqa_92,1,0.3887723628385044,569
opencode,gpqa_93,1,0.3541767138243635,2505
opencode,gpqa_94,1,0.3376582604563471,1142
opencode,gpqa_95,1,0.39277098165391555,1668
opencode,gpqa_96,0,0.14552798157427732,5805
opencode,gpqa_97,0,0.3214990749505912,1122
opencode,gpqa_98,1,0.44798546567828834,1532
opencode,gpqa_99,1,0.39348085646176495,1201
zeroclaw,gpqa_0,1,0.176317605987249,2125
zeroclaw,gpqa_1,1,0.29424032296960917,2419
zeroclaw,gpqa_10,1,0.313620458027403,2755
zeroclaw,gpqa_100,1,0.400804708940784,2459
zeroclaw,gpqa_101,1,0.42296636837735985,1933
zeroclaw,gpqa_102,0,0.5056891414288549,1246
zeroclaw,gpqa_103,0,0.4265125566894891,2303
zeroclaw,gpqa_104,1,0.4267351366549499,2508
zeroclaw,gpqa_105,1,0.31399200593282245,1458
zeroclaw,gpqa_107,0,0.4742097359050051,1483
zeroclaw,gpqa_109,1,0.47156004427524995,2921
zeroclaw,gpqa_11,1,0.2419882254292085,857
zeroclaw,gpqa_110,0,0.49068866918224063,2166
zeroclaw,gpqa_111,0,0.36232702151497415,1289
zeroclaw,gpqa_113,1,0.3969304750325587,1796
zeroclaw,gpqa_114,1,0.22747977110575235,2031
zeroclaw,gpqa_115,1,0.4179603129466687,2392
zeroclaw,gpqa_117,1,0.3040882247984819,1187
zeroclaw,gpqa_118,0,0.31535288884601326,1847
zeroclaw,gpqa_119,0,0.3158598909908934,1262
zeroclaw,gpqa_12,1,0.3580950191849547,2419
zeroclaw,gpqa_120,0,0.31078419048954015,3972
zeroclaw,gpqa_121,1,0.18728735904556135,984
zeroclaw,gpqa_122,1,0.4570392704243343,1720
zeroclaw,gpqa_123,1,0.3704612019336319,2542
zeroclaw,gpqa_124,1,0.46847111319038387,2141
zeroclaw,gpqa_126,1,0.23196215842306334,2147
zeroclaw,gpqa_127,0,0.4183034194720683,1860
zeroclaw,gpqa_129,0,0.3607619847119104,1835
zeroclaw,gpqa_13,1,0.13450701166307,1244
zeroclaw,gpqa_130,0,0.38866430581729966,2306
zeroclaw,gpqa_131,1,0.25883753511584545,4764
zeroclaw,gpqa_132,0,0.46950274247225765,2321
zeroclaw,gpqa_133,0,0.3367042919710046,1652
zeroclaw,gpqa_134,0,0.30450748718984505,1664
zeroclaw,gpqa_135,1,0.3404259012925872,2668
zeroclaw,gpqa_136,1,0.29529326124802857,1418
zeroclaw,gpqa_137,1,0.24224177692886617,1457
zeroclaw,gpqa_138,1,0.262025832312574,1383
zeroclaw,gpqa_139,1,0.2821585324992298,1948
zeroclaw,gpqa_14,1,0.32857314379868446,1448
zeroclaw,gpqa_140,0,0.254272096513924,3843
zeroclaw,gpqa_141,1,0.31343017756317637,1158
zeroclaw,gpqa_143,0,0.32052298799771395,590
zeroclaw,gpqa_144,1,0.28338165604929966,2051
zeroclaw,gpqa_145,1,0.39061208934055164,2303
zeroclaw,gpqa_146,1,0.3119280700168798,1819
zeroclaw,gpqa_147,1,0.13755139384651666,1603
zeroclaw,gpqa_148,1,0.16983792927786728,1277
zeroclaw,gpqa_149,0,0.2643203496763885,4577
zeroclaw,gpqa_15,1,0.4763949160090885,2216
zeroclaw,gpqa_150,1,0.20391904456092133,2728
zeroclaw,gpqa_151,1,0.145398472186048,1037
zeroclaw,gpqa_152,1,0.11848688499898742,1190
zeroclaw,gpqa_153,1,0.33299642858349765,1072
zeroclaw,gpqa_154,1,0.12809736113390047,3070
zeroclaw,gpqa_155,1,0.3220792389617198,2067
zeroclaw,gpqa_156,1,0.14587802977092204,3546
zeroclaw,gpqa_157,1,0.18755363201220862,705
zeroclaw,gpqa_158,1,0.2775688748636155,3396
zeroclaw,gpqa_159,1,0.18389464236699873,1041
zeroclaw,gpqa_16,1,0.35592349413779256,919
zeroclaw,gpqa_160,1,0.11886643723780861,3427
zeroclaw,gpqa_161,1,0.28364336938022666,1995
zeroclaw,gpqa_162,1,0.20738066383069909,2810
zeroclaw,gpqa_163,1,0.08125652576983494,3341
zeroclaw,gpqa_164,1,0.10660411403932164,2606
zeroclaw,gpqa_165,1,0.18077904564020397,1218
zeroclaw,gpqa_166,1,0.09650625924345176,1640
zeroclaw,gpqa_167,1,0.12086567144855205,2009
zeroclaw,gpqa_168,1,0.08767437992072542,1260
zeroclaw,gpqa_169,1,0.3051926658887239,1284
zeroclaw,gpqa_17,1,0.09156358400431522,2364
zeroclaw,gpqa_170,1,0.12535609839282125,1663
zeroclaw,gpqa_171,1,0.19677434559859103,2086
zeroclaw,gpqa_172,1,0.22489184014159788,3756
zeroclaw,gpqa_173,1,0.16523920476228135,9578
zeroclaw,gpqa_174,1,0.20017751145368823,3716
zeroclaw,gpqa_175,1,0.14351980939820022,2755
zeroclaw,gpqa_176,1,0.21609671315550655,1450
zeroclaw,gpqa_177,1,0.11828838374988396,2268
zeroclaw,gpqa_178,1,0.1482013627514603,2057
zeroclaw,gpqa_179,1,0.12805659446324602,2929
zeroclaw,gpqa_18,0,0.5595436754941518,1365
zeroclaw,gpqa_180,1,0.0999046679349987,1970
zeroclaw,gpqa_181,1,0.0934673961898033,1191
zeroclaw,gpqa_182,1,0.112877479254641,1770
zeroclaw,gpqa_183,1,0.1160566750144088,2041
zeroclaw,gpqa_184,1,0.1663967433638816,4489
zeroclaw,gpqa_185,1,0.3965280916289423,1311
zeroclaw,gpqa_186,1,0.1404846951565034,1346
zeroclaw,gpqa_187,1,0.18593019057196483,899
zeroclaw,gpqa_188,1,0.1208598447376681,3297
zeroclaw,gpqa_189,1,0.08585246845345242,5657
zeroclaw,gpqa_19,1,0.0901595539705215,2427
zeroclaw,gpqa_190,1,0.08329084018355762,1286
zeroclaw,gpqa_191,1,0.1331729345761094,1728
zeroclaw,gpqa_192,1,0.16146370399342566,2484
zeroclaw,gpqa_193,1,0.08538031164436914,2287
zeroclaw,gpqa_194,1,0.10976168984257341,1362
zeroclaw,gpqa_195,1,0.16503960133760212,1459
zeroclaw,gpqa_196,0,0.4128342500757117,1893
zeroclaw,gpqa_197,1,0.21809734225888483,1599
zeroclaw,gpqa_2,1,0.16118624873690865,1140
zeroclaw,gpqa_20,1,0.4744797217675024,2290
zeroclaw,gpqa_21,1,0.17054394353886176,4114
zeroclaw,gpqa_22,1,0.2406659519904212,2942
zeroclaw,gpqa_23,1,0.21706196343732748,1971
zeroclaw,gpqa_24,1,0.26025085360154787,2663
zeroclaw,gpqa_25,1,0.09177816582476048,2510
zeroclaw,gpqa_26,1,0.13525714284324683,3357
zeroclaw,gpqa_27,1,0.3491525692306837,908
zeroclaw,gpqa_28,0,0.3029812190451155,4131
zeroclaw,gpqa_29,1,0.3259513991767615,923
zeroclaw,gpqa_3,1,0.15228671692641113,2385
zeroclaw,gpqa_30,0,0.13664631136583089,441
zeroclaw,gpqa_31,0,0.44396827417140494,3233
zeroclaw,gpqa_32,1,0.11751856746606884,2010
zeroclaw,gpqa_33,1,0.2973491917463035,923
zeroclaw,gpqa_34,1,0.18604736676400566,1089
zeroclaw,gpqa_35,1,0.1699945074939244,1732
zeroclaw,gpqa_36,1,0.19100941783724112,1110
zeroclaw,gpqa_37,1,0.1862687176203189,1127
zeroclaw,gpqa_38,1,0.2793186869328468,1751
zeroclaw,gpqa_39,1,0.33324902585616106,906
zeroclaw,gpqa_4,1,0.1562686808645619,2322
zeroclaw,gpqa_40,1,0.3744269263224423,1961
zeroclaw,gpqa_41,0,0.22700770083106528,1581
zeroclaw,gpqa_42,0,0.4071459110036944,1184
zeroclaw,gpqa_43,0,0.4741426835873869,1365
zeroclaw,gpqa_44,1,0.15783034008933117,1649
zeroclaw,gpqa_45,1,0.11912439687844718,1617
zeroclaw,gpqa_46,1,0.1877893516776694,6125
zeroclaw,gpqa_47,1,0.27695218278600386,870
zeroclaw,gpqa_48,1,0.374814983083384,889
zeroclaw,gpqa_49,1,0.2523731173827149,1037
zeroclaw,gpqa_5,1,0.3444486258320327,3013
zeroclaw,gpqa_50,1,0.21417196361985238,4471
zeroclaw,gpqa_51,1,0.13524497694102366,2359
zeroclaw,gpqa_52,1,0.25019276278892194,1989
zeroclaw,gpqa_53,1,0.19359729112035154,1627
zeroclaw,gpqa_54,1,0.1474921069820255,1194
zeroclaw,gpqa_55,1,0.3708893962998528,1538
zeroclaw,gpqa_56,1,0.20606341347414348,978
zeroclaw,gpqa_57,1,0.26216622639333564,1199
zeroclaw,gpqa_58,1,0.24108543537084912,1771
zeroclaw,gpqa_59,0,0.27634584844415794,1944
zeroclaw,gpqa_6,1,0.2284131839742735,2608
zeroclaw,gpqa_60,0,0.5034303790705518,3238
zeroclaw,gpqa_61,1,0.3101311142104823,871
zeroclaw,gpqa_62,1,0.26957330594508283,982
zeroclaw,gpqa_63,1,0.14232892554316603,3757
zeroclaw,gpqa_64,0,0.4814722566519698,1545
zeroclaw,gpqa_65,0,0.24235464337974932,494
zeroclaw,gpqa_66,1,0.38131207768620534,909
zeroclaw,gpqa_67,1,0.22691938749403945,2605
zeroclaw,gpqa_68,1,0.35683291164296743,891
zeroclaw,gpqa_69,1,0.451526281832686,1555
