harness,task_id,correct,mean_entropy,n_tokens,wall_time_sec,traj_length,logprob_mean_entropy,logprob_n_tokens
directllm,hle_1074,1,0.42924211194813866,2092,70.16409182548523,3,nan,0
directllm,hle_1077,0,0.2267034097658132,15628,596.8960137367249,3,nan,0
directllm,hle_1079,0,0.07437659480619334,32768,1057.2005174160004,3,nan,0
directllm,hle_108,1,0.18483863439414136,17977,737.9141130447388,3,nan,0
directllm,hle_1080,1,0.5167097290035946,6532,215.15799021720886,3,nan,0
directllm,hle_1081,0,0.20797547341085967,20068,795.9615712165833,3,nan,0
directllm,hle_1083,0,0.02197522592508557,32768,1056.736439704895,3,nan,0
directllm,hle_1084,1,0.5520495447096956,5946,194.98436856269836,3,nan,0
directllm,hle_1088,0,0.13418124191172895,32768,1056.6727976799011,3,nan,0
directllm,hle_1089,0,0.5766053556455317,3787,123.3689591884613,3,nan,0
directllm,hle_109,0,0.5973710245597895,2964,128.44667291641235,3,nan,0
directllm,hle_1098,0,0.37816131622066956,12475,540.1037364006042,3,nan,0
directllm,hle_11,0,0.28696826598614567,11559,448.34588050842285,3,nan,0
directllm,hle_1108,0,0.205265780825486,17697,711.3923149108887,3,nan,0
directllm,hle_1109,0,0.20128799634719152,21541,728.9507210254669,3,nan,0
directllm,hle_111,1,0.1782128034372609,18060,729.5938863754272,3,nan,0
directllm,hle_1116,1,0.30460242779592833,14167,567.0308933258057,3,nan,0
directllm,hle_1119,0,0.08151161324957903,32768,1070.045690536499,3,nan,0
directllm,hle_112,1,0.3217960038672722,8975,390.1024453639984,3,nan,0
directllm,hle_1120,0,0.031597705416968117,32768,1060.254944562912,3,nan,0
directllm,hle_1126,0,0.20445936035389548,11624,490.0586738586426,3,nan,0
directllm,hle_1127,0,0.1521513656604458,10262,827.9443311691284,3,nan,0
directllm,hle_1128,0,0.1882667593924352,8352,661.8764727115631,3,nan,0
directllm,hle_1129,0,0.5218635601091487,6902,451.6973521709442,3,nan,0
directllm,hle_1130,0,0.17838571296108183,12126,543.4880225658417,3,nan,0
directllm,hle_1133,0,0.5913550479366004,4769,289.1354968547821,3,nan,0
directllm,hle_1135,0,0.47018878416965604,10941,514.660492181778,3,nan,0
directllm,hle_1137,1,0.2599028762902745,780,64.20640420913696,3,nan,0
directllm,hle_1138,0,0.16718412673295482,17240,584.5980179309845,3,nan,0
directllm,hle_1139,0,0.22814560745913826,12537,418.7186939716339,3,nan,0
directllm,hle_114,1,0.23376650605780072,14814,598.5957992076874,3,nan,0
directllm,hle_115,1,0.30996515746739883,13701,550.5242958068848,3,nan,0
directllm,hle_1150,1,0.4007050630507234,5488,182.42812633514404,3,nan,0
directllm,hle_1153,1,0.4615368160979879,10882,375.04432487487793,3,nan,0
directllm,hle_1159,0,0.47506695631259566,6933,260.7800974845886,3,nan,0
directllm,hle_1166,0,0.5644946829104445,7506,267.86291003227234,3,nan,0
directllm,hle_117,0,0.1121148887332073,32768,1178.1478221416473,3,nan,0
directllm,hle_1174,0,0.5001679048422989,5071,195.32720112800598,3,nan,0
directllm,hle_1177,0,0.5840980584091581,9942,315.3715329170227,3,nan,0
directllm,hle_1179,0,0.48170580020716613,5624,196.257404088974,3,nan,0
directllm,hle_118,0,0.45894841578610285,1062,47.37607216835022,3,nan,0
directllm,hle_1182,0,0.636642721515408,2379,103.41304540634155,3,nan,0
directllm,hle_1188,0,0.5736300851118518,6666,208.24761319160461,3,nan,0
directllm,hle_119,0,0.08441699677456967,32768,1141.9989836215973,3,nan,0
directllm,hle_1192,1,0.4401509355600242,7370,311.036395072937,3,nan,0
directllm,hle_120,0,0.036100186906643704,32768,1109.419091463089,3,nan,0
directllm,hle_1207,1,0.6001257897865876,6568,230.7437961101532,3,nan,0
directllm,hle_1219,0,0.5759747891359148,7289,236.00430989265442,3,nan,0
directllm,hle_1220,0,0.5003695201403981,8442,270.1148705482483,3,nan,0
directllm,hle_123,0,0.03844139674551458,32768,1106.9828600883484,3,nan,0
directllm,hle_1231,0,0.40053530244196267,8578,269.8562364578247,3,nan,0
directllm,hle_1234,0,0.4946960687691408,6630,221.60712909698486,3,nan,0
directllm,hle_1235,0,0.47615136933896063,2655,97.90260100364685,3,nan,0
directllm,hle_1249,0,0.5239603993427231,5905,180.18817830085754,3,nan,0
directllm,hle_126,1,0.4804485438077777,4977,243.46474719047546,3,nan,0
directllm,hle_13,1,0.26109953495812516,8118,313.40138816833496,3,nan,0
directllm,hle_131,0,0.5349802235345352,3677,178.87191724777222,3,nan,0
directllm,hle_136,0,0.2666003002937933,14334,513.2931087017059,3,nan,0
directllm,hle_138,0,0.07797759925239549,32768,1129.396493434906,3,nan,0
directllm,hle_14,0,0.07337650130446559,32768,1327.9578034877777,3,nan,0
directllm,hle_141,0,0.45752383020711423,5946,242.90566730499268,3,nan,0
directllm,hle_142,0,0.4997988363298826,5103,244.1223554611206,3,nan,0
directllm,hle_144,1,0.2767106217499549,16484,587.5943939685822,3,nan,0
directllm,hle_145,0,0.5555302290485941,3263,156.1186842918396,3,nan,0
directllm,hle_155,1,0.30471963162858584,20960,793.63898229599,3,nan,0
directllm,hle_158,0,0.07583405160624546,32768,1218.3467004299164,3,nan,0
directllm,hle_16,1,0.4997655606370385,13898,541.8284993171692,3,nan,0
directllm,hle_167,0,0.17932102895296154,7152,238.56308102607727,3,nan,0
directllm,hle_169,0,0.4457848559773521,9097,304.88181591033936,3,nan,0
directllm,hle_176,0,0.41184433293099937,7899,264.32781505584717,3,nan,0
directllm,hle_178,0,0.4014358994970289,7548,253.3056619167328,3,nan,0
directllm,hle_179,0,0.4733913800873846,5403,179.77109050750732,3,nan,0
directllm,hle_184,0,0.6295397195384332,2192,71.72327780723572,3,nan,0
directllm,hle_185,0,0.4671829693261647,7769,263.8260688781738,3,nan,0
directllm,hle_187,0,0.3216566628512764,4246,145.29582285881042,3,nan,0
directllm,hle_189,0,0.4009966832250935,4047,137.39847946166992,3,nan,0
directllm,hle_191,0,0.5232912535162061,1486,50.697312116622925,3,nan,0
directllm,hle_193,0,0.5290820898392833,5153,173.05670404434204,3,nan,0
directllm,hle_210,1,0.296076922950957,15241,508.86888909339905,3,nan,0
directllm,hle_212,0,0.02030383340414784,32768,1095.3231279850006,3,nan,0
directllm,hle_218,1,0.5652184353503737,7777,260.3570239543915,3,nan,0
directllm,hle_236,0,0.40277350844302623,6883,229.9901087284088,3,nan,0
directllm,hle_241,0,0.46945057782944144,7533,251.85850548744202,3,nan,0
directllm,hle_242,0,0.39294575352154787,10135,336.99464750289917,3,nan,0
directllm,hle_243,0,0.4834252378159781,7851,262.7741861343384,3,nan,0
directllm,hle_251,0,0.5862343278101271,4409,147.63194704055786,3,nan,0
directllm,hle_262,0,0.5942080643477491,3004,100.5306749343872,3,nan,0
directllm,hle_267,0,0.5260873467090273,6992,231.87807488441467,3,nan,0
directllm,hle_27,0,0.4530077205913387,5546,218.3696186542511,3,nan,0
directllm,hle_272,0,0.5282407641044897,8922,297.56229877471924,3,nan,0
directllm,hle_278,0,0.10906145590259778,32768,1031.6490499973297,3,nan,0
directllm,hle_280,0,0.6192276078307805,4089,135.13032627105713,3,nan,0
directllm,hle_283,0,0.5421474417808533,8935,298.53851222991943,3,nan,0
directllm,hle_288,0,0.016750673381383457,32768,1031.1639013290405,3,nan,0
directllm,hle_293,0,0.5856738901707074,7057,235.43122482299805,3,nan,0
directllm,hle_294,0,0.38640969242320927,8906,295.9095001220703,3,nan,0
directllm,hle_302,0,0.5700649267641501,5641,188.46905374526978,3,nan,0
directllm,hle_309,0,0.3645711520648145,14353,582.170352935791,3,nan,0
directllm,hle_32,0,0.4260184259313023,12075,471.16542291641235,3,nan,0
directllm,hle_328,0,0.2909739474785446,16393,635.934488773346,3,nan,0
directllm,hle_329,0,0.4066585587510303,10324,425.82933259010315,3,nan,0
directllm,hle_330,0,0.37762480457490494,9768,418.21450781822205,3,nan,0
directllm,hle_331,0,0.5207607073385111,6501,299.3447275161743,3,nan,0
directllm,hle_335,0,0.41960057739473966,8704,352.6747326850891,3,nan,0
directllm,hle_337,1,0.3344239770136335,15815,536.5761914253235,3,nan,0
directllm,hle_338,0,0.6192203522309662,4157,224.14973735809326,3,nan,0
directllm,hle_341,0,0.010213115729906222,32768,1030.443295955658,3,nan,0
directllm,hle_344,0,0.5555025246302868,10675,462.12808299064636,3,nan,0
directllm,hle_346,0,0.5149027356808613,4304,605.9598302841187,3,nan,0
directllm,hle_35,0,0.4035924486091129,3560,142.8024387359619,3,nan,0
directllm,hle_350,0,0.1365462572206998,32768,1388.6843304634094,3,nan,0
directllm,hle_351,0,0.5120334736446627,7413,561.4485213756561,3,nan,0
directllm,hle_354,0,0.5690166902223789,4599,405.94771456718445,3,nan,0
directllm,hle_358,0,0.466225050513504,5828,439.6998155117035,3,nan,0
directllm,hle_366,0,0.14767377701664477,32768,1313.3063015937805,3,nan,0
directllm,hle_368,0,0.42127445878492664,5984,395.70665764808655,3,nan,0
directllm,hle_37,1,0.5854152277789827,9925,383.9610707759857,3,nan,0
directllm,hle_370,0,0.2088064276755399,29906,1101.470580816269,3,nan,0
directllm,hle_371,0,0.033211030920424905,32768,1106.7927935123444,3,nan,0
directllm,hle_376,0,0.19677763099394044,20318,690.7982876300812,3,nan,0
directllm,hle_380,0,0.47749055998380496,2655,112.11830401420593,3,nan,0
directllm,hle_382,0,0.2770738766551465,12549,413.6434953212738,3,nan,0
directllm,hle_383,0,0.5259107607228801,6341,267.6680009365082,3,nan,0
directllm,hle_385,1,0.37640892802831033,1494,55.07509446144104,3,nan,0
directllm,hle_388,0,0.5188007636253891,3853,127.17871141433716,3,nan,0
directllm,hle_389,0,0.21933061780175991,9315,308.4488949775696,3,nan,0
directllm,hle_39,0,0.5059585249677834,5623,220.90247106552124,3,nan,0
directllm,hle_392,1,0.31474501180868175,5873,196.75319910049438,3,nan,0
directllm,hle_402,0,0.2262967588144454,10621,369.4859781265259,3,nan,0
directllm,hle_403,0,0.4374085588937577,5617,182.7245512008667,3,nan,0
directllm,hle_41,0,0.41965562931846423,6153,244.09378123283386,3,nan,0
directllm,hle_410,1,0.26354970595712024,8135,269.1141006946564,3,nan,0
directllm,hle_417,1,0.3266805543056233,6922,226.72238850593567,3,nan,0
directllm,hle_420,0,0.02216089610252177,32768,1094.6776447296143,3,nan,0
directllm,hle_426,0,0.6050518706467344,7389,249.91187286376953,3,nan,0
directllm,hle_427,1,0.6240928874809084,7924,253.99780201911926,3,nan,0
directllm,hle_429,0,0.44290829405660986,4857,182.42474746704102,3,nan,0
directllm,hle_432,0,0.4389889314983814,7761,246.42627239227295,3,nan,0
directllm,hle_433,1,0.27562457135961016,13204,423.51962542533875,3,nan,0
directllm,hle_434,0,0.28430846303761437,2675,82.13732099533081,3,nan,0
directllm,hle_435,0,0.2681148193663199,14184,465.7971615791321,3,nan,0
directllm,hle_44,0,0.08007215657910653,32768,1327.90873503685,3,nan,0
directllm,hle_441,1,0.2970568760346552,19712,639.8967700004578,3,nan,0
directllm,hle_450,0,0.5883627589316909,4733,162.4981813430786,3,nan,0
directllm,hle_451,0,0.5140993682686933,4256,139.52589082717896,3,nan,0
directllm,hle_452,0,0.44206888109945,7248,231.28334593772888,3,nan,0
directllm,hle_454,0,0.07979368179506971,32768,1067.6571233272552,3,nan,0
directllm,hle_456,0,0.3178853098502967,8665,283.3384470939636,3,nan,0
directllm,hle_46,0,0.5329073441367438,5586,219.26817965507507,3,nan,0
directllm,hle_460,0,0.63857781583298,5167,167.56063222885132,3,nan,0
directllm,hle_461,0,0.30473636639041957,18710,632.3643300533295,3,nan,0
directllm,hle_463,0,0.5527380043112854,4407,145.2248055934906,3,nan,0
directllm,hle_467,0,0.18408167952358997,24584,802.0185420513153,3,nan,0
directllm,hle_470,0,0.049422670785969104,32768,1066.0230674743652,3,nan,0
directllm,hle_473,0,0.29586926480169623,22568,741.6424081325531,3,nan,0
directllm,hle_476,1,0.21824878767100492,21023,686.417249917984,3,nan,0
directllm,hle_48,0,0.6285800697598194,5288,207.73030591011047,3,nan,0
directllm,hle_486,0,0.4057325022784273,9148,302.7743966579437,3,nan,0
directllm,hle_496,1,0.10731460379541742,32768,1089.812387228012,3,nan,0
directllm,hle_497,0,0.34832529736852125,13858,488.23483443260193,3,nan,0
directllm,hle_498,0,0.04474127319256976,32768,1124.3943841457367,3,nan,0
directllm,hle_499,1,0.46688128848623534,8353,312.7970287799835,3,nan,0
directllm,hle_50,0,0.2235941751507177,29144,1190.638513803482,3,nan,0
directllm,hle_508,1,0.5765914921286287,11246,394.9786524772644,3,nan,0
directllm,hle_52,0,0.1341073026210789,32768,1315.6018664836884,3,nan,0
directllm,hle_522,0,0.4202853882973011,12114,400.1911072731018,3,nan,0
directllm,hle_526,1,0.5004865807815359,8087,314.2652244567871,3,nan,0
directllm,hle_53,0,0.21172416314366832,4278,162.985445022583,3,nan,0
directllm,hle_531,0,0.025122671292899964,32768,1054.5602462291718,3,nan,0
directllm,hle_532,0,0.2588452051206249,12419,594.0526387691498,3,nan,0
directllm,hle_533,1,0.3154929089145225,16068,689.6498310565948,3,nan,0
directllm,hle_539,0,0.27790629797510835,14935,619.1860625743866,3,nan,0
directllm,hle_54,1,0.45691551442661765,6738,260.2288992404938,3,nan,0
directllm,hle_543,0,0.503455582287142,4697,188.17615866661072,3,nan,0
directllm,hle_547,0,0.06450454619068476,32768,1095.9442114830017,3,nan,0
directllm,hle_548,0,0.23956840082122047,18638,634.9732513427734,3,nan,0
directllm,hle_556,0,0.555437441528415,5748,197.71350836753845,3,nan,0
directllm,hle_568,0,0.36922444658471654,12620,423.543119430542,3,nan,0
directllm,hle_582,0,0.0890636192317279,21716,805.0085573196411,3,nan,0
directllm,hle_583,1,0.1369529015294563,23885,866.5534789562225,3,nan,0
directllm,hle_59,0,0.625543459888186,3905,147.61329221725464,3,nan,0
directllm,hle_591,0,0.1551176788322506,32768,1076.8826711177826,3,nan,0
directllm,hle_592,1,0.3384463662564591,11142,421.5055112838745,3,nan,0
directllm,hle_593,0,0.2551909758801438,5853,232.94310021400452,3,nan,0
directllm,hle_598,1,0.2154724148851381,9376,304.90825152397156,3,nan,0
directllm,hle_60,1,0.36399744957003943,9589,380.18672490119934,3,nan,0
directllm,hle_603,1,0.11238153664905054,32768,1076.8277928829193,3,nan,0
directllm,hle_604,1,0.24858680486053822,11076,358.81749725341797,3,nan,0
directllm,hle_607,1,0.33643948626538006,12328,395.7349388599396,3,nan,0
directllm,hle_614,0,0.4697446563581336,7929,338.572386264801,3,nan,0
directllm,hle_625,1,0.4608436421166338,5860,262.7788531780243,3,nan,0
directllm,hle_633,0,0.45624688326863067,11369,402.9471538066864,3,nan,0
directllm,hle_636,1,0.4758289366088783,10054,329.83607745170593,3,nan,0
directllm,hle_643,0,0.036444322589386534,32768,1091.067237854004,3,nan,0
directllm,hle_647,0,0.41175855813747236,7258,232.509694814682,3,nan,0
directllm,hle_653,0,0.49966225041100554,3801,120.51527237892151,3,nan,0
directllm,hle_654,1,0.4907617161149345,9492,313.44483494758606,3,nan,0
directllm,hle_655,0,0.013492231891099857,32768,1102.9942231178284,3,nan,0
directllm,hle_660,0,0.01851959420563869,32768,1102.6692175865173,3,nan,0
directllm,hle_661,0,0.23743585653534166,20581,685.2632825374603,3,nan,0
directllm,hle_668,0,0.5623109154827184,6141,204.99282908439636,3,nan,0
directllm,hle_677,0,0.553017166948082,6244,213.2632532119751,3,nan,0
directllm,hle_678,0,0.448359613567126,7138,241.2591004371643,3,nan,0
directllm,hle_68,1,0.06256565909232821,32768,1286.6824100017548,3,nan,0
directllm,hle_681,1,0.28783296654784396,14623,488.5613486766815,3,nan,0
directllm,hle_687,1,0.2514416012235172,8050,271.30434799194336,3,nan,0
directllm,hle_688,0,0.35632328172493954,2581,86.51244044303894,3,nan,0
directllm,hle_690,0,0.10941094726113103,32768,1254.6148238182068,3,nan,0
directllm,hle_692,0,0.23718023660528872,19176,647.8432168960571,3,nan,0
directllm,hle_694,0,0.5509685323838466,6287,212.21967458724976,3,nan,0
directllm,hle_696,1,0.22699001299679264,20193,681.9091875553131,3,nan,0
directllm,hle_697,0,0.6500336219904108,7765,259.08737444877625,3,nan,0
directllm,hle_698,1,0.17710691170231901,6181,205.9411838054657,3,nan,0
directllm,hle_699,0,0.45414075169596996,7720,257.37936568260193,3,nan,0
directllm,hle_70,0,0.5492745458714702,5798,229.60530543327332,3,nan,0
directllm,hle_700,1,0.5010697908898617,5945,198.41829371452332,3,nan,0
directllm,hle_705,0,0.023082018358906557,32768,1143.115893125534,3,nan,0
directllm,hle_707,0,0.2386076930752614,23926,966.1261520385742,3,nan,0
directllm,hle_708,0,0.09265308200814376,32768,1125.5521614551544,3,nan,0
directllm,hle_711,1,0.19258053455521362,17265,588.7534091472626,3,nan,0
directllm,hle_72,1,0.13984073505610034,32768,1275.0908348560333,3,nan,0
directllm,hle_724,1,0.3478749432769145,11550,393.8084599971771,3,nan,0
directllm,hle_728,0,0.16156400919293504,25906,969.1252357959747,3,nan,0
directllm,hle_747,0,0.3930015186214177,11587,395.99814462661743,3,nan,0
directllm,hle_75,0,0.41969701983433966,11415,475.7710702419281,3,nan,0
directllm,hle_752,0,0.3464569993906358,9045,310.8216321468353,3,nan,0
directllm,hle_773,0,0.3885206897691818,3941,134.85094261169434,3,nan,0
directllm,hle_779,0,0.27236946728743444,9319,319.6989312171936,3,nan,0
directllm,hle_787,0,0.08296765690430223,32768,1028.233416557312,3,nan,0
directllm,hle_790,1,0.30028435047618884,6756,228.9980273246765,3,nan,0
directllm,hle_791,1,0.44530873137349797,9699,483.5870187282562,3,nan,0
directllm,hle_792,0,0.2583206001349727,19236,649.0954234600067,3,nan,0
directllm,hle_800,0,0.12224867338776577,32768,1026.1493763923645,3,nan,0
directllm,hle_801,0,0.32414572216787974,4797,205.64903163909912,3,nan,0
directllm,hle_805,0,0.17693178458732908,11487,478.49844336509705,3,nan,0
directllm,hle_807,0,0.020520749122950075,32768,1026.1189241409302,3,nan,0
directllm,hle_808,0,0.07711404103121752,32768,1026.355881690979,3,nan,0
directllm,hle_810,0,0.31548721232946486,16890,519.268830537796,3,nan,0
directllm,hle_812,0,0.46377852034832523,6415,666.6467101573944,3,nan,0
directllm,hle_814,0,0.02270700243360683,32768,1487.0997967720032,3,nan,0
directllm,hle_819,0,0.23355701415313487,22568,905.9839251041412,3,nan,0
directllm,hle_822,0,0.21202529652882104,6941,367.28830099105835,3,nan,0
directllm,hle_825,0,0.024837147225429443,32768,1227.9356932640076,3,nan,0
directllm,hle_827,1,0.22837412560668216,14945,562.4938328266144,3,nan,0
directllm,hle_829,0,0.2652439903109637,21978,768.762885093689,3,nan,0
directllm,hle_830,0,0.35981952030280984,9747,362.32251715660095,3,nan,0
directllm,hle_831,1,0.2903879499739797,8450,300.3477189540863,3,nan,0
directllm,hle_834,0,0.12305322829368802,9314,323.8881039619446,3,nan,0
directllm,hle_835,0,0.054403992709975986,32768,1105.7515666484833,3,nan,0
directllm,hle_84,0,0.06088397115862774,32768,1269.5618040561676,3,nan,0
directllm,hle_85,0,0.5374170838281214,9070,381.4995310306549,3,nan,0
directllm,hle_855,0,0.3123833832466503,16109,533.9327738285065,3,nan,0
directllm,hle_867,1,0.19181074105434534,19028,633.1108856201172,3,nan,0
directllm,hle_87,0,0.5347626503698585,6114,253.88128781318665,3,nan,0
directllm,hle_875,0,0.34970923464478104,17348,574.8133800029755,3,nan,0
directllm,hle_876,1,0.39977815438082104,7967,266.4038987159729,3,nan,0
directllm,hle_877,1,0.43904405431264737,5156,175.27775597572327,3,nan,0
directllm,hle_88,0,0.40843628357950046,10886,466.7213680744171,3,nan,0
directllm,hle_880,0,0.12487945622197591,32768,1100.9675059318542,3,nan,0
directllm,hle_883,0,0.35664252146029385,10683,356.83807396888733,3,nan,0
directllm,hle_885,1,0.43286430988797814,12656,421.2185106277466,3,nan,0
directllm,hle_892,1,0.16534657385838358,19784,663.0589029788971,3,nan,0
directllm,hle_893,0,0.3218124020706382,13441,445.6409184932709,3,nan,0
directllm,hle_894,0,0.34550351152226805,15357,513.564177274704,3,nan,0
directllm,hle_897,1,0.24006674824318258,13202,444.01617908477783,3,nan,0
directllm,hle_905,0,0.05050621658872037,32768,1126.303911447525,3,nan,0
directllm,hle_911,1,0.38471832595214017,11880,408.0356283187866,3,nan,0
directllm,hle_917,0,0.12379472472156883,32768,1119.682267665863,3,nan,0
directllm,hle_921,0,0.48198868265768113,4621,158.10290336608887,3,nan,0
directllm,hle_923,1,0.20840351148647598,3471,120.59744715690613,3,nan,0
directllm,hle_926,1,0.5065139030388437,7815,277.2092661857605,3,nan,0
directllm,hle_930,0,0.2139482950708715,14436,491.4995930194855,3,nan,0
directllm,hle_931,1,0.24058222842203436,18024,616.1018495559692,3,nan,0
directllm,hle_934,0,0.16084573919358344,32768,1134.2027621269226,3,nan,0
directllm,hle_935,0,0.5616947951330361,6936,236.14636659622192,3,nan,0
directllm,hle_936,0,0.25541901862505056,21132,737.3081579208374,3,nan,0
directllm,hle_937,0,0.5675966879769735,7034,234.6959023475647,3,nan,0
directllm,hle_938,0,0.025032538547098807,32768,1102.028157234192,3,nan,0
directllm,hle_942,0,0.04378556877000829,32768,1101.4107956886292,3,nan,0
directllm,hle_945,1,0.40252885792116855,7646,255.17782759666443,3,nan,0
directllm,hle_948,0,0.27239078671050554,7226,241.18807888031006,3,nan,0
directllm,hle_95,0,0.48834618719284,6419,277.77682876586914,3,nan,0
directllm,hle_966,0,0.5756456658478621,4872,160.4123294353485,3,nan,0
directllm,hle_967,0,0.5641461125600593,5868,196.57328915596008,3,nan,0
directllm,hle_969,0,0.14910795889803316,32768,1093.1216838359833,3,nan,0
directllm,hle_970,0,0.11134161489461766,32768,1100.3403577804565,3,nan,0
directllm,hle_971,0,0.4064832433766445,1934,66.3848249912262,3,nan,0
directllm,hle_978,0,0.3357964331701475,6554,227.49520993232727,3,nan,0
directllm,hle_98,0,0.24407592488960608,2078,88.55128931999207,3,nan,0
directllm,hle_980,1,0.21751745416070675,19602,667.252119064331,3,nan,0
directllm,hle_981,0,0.48328885105505176,7651,257.645304441452,3,nan,0
directllm,hle_988,0,0.527039451993439,6066,206.16173219680786,3,nan,0
directllm,hle_997,1,0.28242049788513124,12013,406.1941933631897,3,nan,0
directllm,hle_999,0,0.020286516838047934,32768,1091.00261592865,3,nan,0
opencode,hle_1,0,0.3768215135741321,448,2406.3258481025696,52,0.376821513574132,448
opencode,hle_1008,0,0.021134961157570437,41439,2401.5655896663666,4,0.021134961157570437,41439
opencode,hle_1009,1,0.4897441556579151,801,293.0426239967346,6,0.48974415565791457,801
opencode,hle_1012,0,0.3795969343517981,1746,393.5968177318573,6,0.3795969343517976,1746
opencode,hle_1019,0,0.4440523922718905,952,298.923371553421,6,0.44405239227189097,952
opencode,hle_1021,1,0.2196663842541401,1044,377.3946807384491,10,0.21966638425414015,1044
opencode,hle_1022,0,0.41831254609308577,1108,211.01917219161987,6,0.41831254609308605,1108
opencode,hle_1023,0,0.02155646157330047,42391,2401.60337638855,4,0.021556461573300597,42391
opencode,hle_1024,0,0.3616573976137745,814,94.50750517845154,6,0.3616573976137744,814
opencode,hle_1031,0,0.26310355218249154,2471,252.30789923667908,6,0.26310355218249093,2471
opencode,hle_1038,0,0.4786378543340205,1186,133.3034508228302,6,0.47863785433402095,1186
opencode,hle_1045,0,0.009581570125074912,34259,2401.2883880138397,4,0.00958157012507494,34259
opencode,hle_1046,0,0.2930550260172752,1598,170.74964714050293,6,0.29305502601727496,1598
opencode,hle_1047,0,0.27355767169068795,1298,142.65383052825928,6,0.27355767169068784,1298
opencode,hle_1048,0,0.1921280457016351,1657,181.14147663116455,6,0.19212804570163516,1657
opencode,hle_1049,0,0.05192493918245294,28136,2401.1990990638733,4,0.05192493918245263,28136
opencode,hle_1050,0,0.05444667282098167,23795,2402.11230134964,4,0.05444667282098171,23795
opencode,hle_1051,1,0.17082153029541103,4434,329.92334628105164,6,0.17082153029541136,4434
opencode,hle_1052,0,0.4048319894293888,3672,2400.5031871795654,4,0.4048319894293888,3672
opencode,hle_1054,0,0.5482074612399134,1711,162.6851840019226,6,0.5482074612399139,1711
opencode,hle_1055,0,0.4081663985041125,2827,154.05730056762695,6,0.4081663985041128,2827
opencode,hle_1056,0,0.3186323260771623,1990,297.460328578949,6,0.31863232607716196,1990
opencode,hle_1057,0,0.5158453709234619,2102,119.02698397636414,6,0.5158453709234627,2102
opencode,hle_1058,0,0.31998920479768184,1642,710.1015388965607,82,0.31998920479768206,1642
opencode,hle_1066,0,0.39640756416025613,825,130.62042427062988,6,0.3964075641602563,825
opencode,hle_1067,0,0.35631914723043623,958,144.3818371295929,6,0.3563191472304365,958
opencode,hle_1070,0,0.6066707842252493,1571,200.73977494239807,6,0.606670784225248,1571
opencode,hle_1071,0,0.4267378627243293,1619,189.38589763641357,6,0.42673786272432884,1619
opencode,hle_1073,0,0.23116224007536934,765,2400.655352115631,77,0.23116224007536976,765
opencode,hle_1074,1,0.5013898859087867,684,83.1964762210846,6,0.501389885908787,684
opencode,hle_1077,1,0.4542422728936851,1304,134.31941390037537,6,0.4542422728936855,1304
opencode,hle_1079,0,0.4643346067300158,1488,375.91056084632874,22,0.4643346067300163,1488
opencode,hle_108,0,0.012042342525958474,42573,2407.9619081020355,4,0.012042342525958533,42573
