task_id,harness,arm_mode,n_segments,mean_arm_score,mean_text_len,harness_entropy,repeated_ngram_rate
gpqa_105,openclaw,reason,1,0.0,1162.0,0.3354918154758119,0.086342229199372
gpqa_105,opencode,PD,2,42.0,4391.0,0.357475724320906,0.4726618705035971
gpqa_105,opencode,reason,2,0.0,393.5,0.357475724320906,0.4726618705035971
gpqa_105,zeroclaw,PD,7,6.857142857142857,449.7142857142857,0.3139920059328224,0.0591133004926108
gpqa_105,zeroclaw,RR,1,2.0,223.0,0.3139920059328224,0.0591133004926108
gpqa_105,zeroclaw,UN,1,2.0,189.0,0.3139920059328224,0.0591133004926108
gpqa_105,zeroclaw,reason,8,0.0,186.875,0.3139920059328224,0.0591133004926108
gpqa_106,openclaw,PD,2,1515.0,173347.0,0.0190701474314163,0.978904282115869
gpqa_106,opencode,PD,4,6.0,936.5,0.2662596272805326,0.4082503556187766
gpqa_106,opencode,reason,6,0.0,265.6666666666667,0.2662596272805326,0.4082503556187766
gpqa_106,zeroclaw,PD,1,2.0,1251.0,0.0,0.3685636856368564
gpqa_107,openclaw,PD,2,20.0,1637.5,0.4106245093774393,0.036144578313253
gpqa_107,opencode,PD,3,41.333333333333336,3527.6666666666665,0.501198360480681,0.475733972438586
gpqa_107,opencode,reason,14,0.0,385.42857142857144,0.501198360480681,0.475733972438586
gpqa_107,zeroclaw,PD,12,6.666666666666667,498.0833333333333,0.4742097359050051,0.1099324975891996
gpqa_107,zeroclaw,reason,5,0.0,137.0,0.4742097359050051,0.1099324975891996
gpqa_108,openclaw,reason,2,0.0,840.5,0.0,0.0
gpqa_108,opencode,PD,1,134.0,24152.0,0.2261044034786356,0.6645882047285009
gpqa_108,opencode,reason,1,0.0,652.0,0.2261044034786356,0.6645882047285009
gpqa_108,zeroclaw,reason,1,0.0,652.0,0.0,0.0045662100456621
gpqa_109,openclaw,PD,2,30.0,7993.5,0.3402734132873805,0.1444249341527655
gpqa_109,opencode,PD,2,54.0,11763.0,0.1785233104493483,0.7521318931210915
gpqa_109,zeroclaw,IC,1,3.0,111.0,0.4715600442752499,0.1272430668841762
gpqa_109,zeroclaw,PD,4,21.5,2602.0,0.4715600442752499,0.1272430668841762
gpqa_109,zeroclaw,RR,1,2.0,154.0,0.4715600442752499,0.1272430668841762
gpqa_109,zeroclaw,reason,11,0.0,94.81818181818181,0.4715600442752499,0.1272430668841762
gpqa_11,openclaw,PD,2,7.0,1139.0,0.2150614690782764,0.0831024930747922
gpqa_11,openclaw,reason,2,0.0,678.0,0.2150614690782764,0.0831024930747922
gpqa_11,opencode,IC,1,2.0,73.0,0.2668052547514141,0.4444444444444444
gpqa_11,opencode,PD,2,2.0,1802.0,0.2668052547514141,0.4444444444444444
gpqa_11,opencode,reason,10,0.0,270.3,0.2668052547514141,0.4444444444444444
gpqa_11,zeroclaw,IC,2,3.0,649.5,0.2419882254292085,0.1342281879194631
gpqa_11,zeroclaw,PD,1,2.0,54.0,0.2419882254292085,0.1342281879194631
gpqa_11,zeroclaw,reason,14,0.0,93.07142857142857,0.2419882254292085,0.1342281879194631
gpqa_110,openclaw,PD,2,1151.0,122221.0,0.0370122567919135,0.9875198927883408
gpqa_110,opencode,PD,3,24.666666666666668,3974.0,0.4874150108631352,0.5135603000577034
gpqa_110,opencode,reason,42,0.0,384.4761904761905,0.4874150108631352,0.5135603000577034
gpqa_110,zeroclaw,PD,5,10.8,1618.8,0.4906886691822406,0.1493180186647523
gpqa_110,zeroclaw,reason,12,0.0,88.25,0.4906886691822406,0.1493180186647523
gpqa_111,openclaw,IC,1,1.0,1196.0,0.3887905119648778,0.0889952153110047
gpqa_111,openclaw,PD,4,8.5,1996.0,0.3887905119648778,0.0889952153110047
gpqa_111,openclaw,reason,1,0.0,1104.0,0.3887905119648778,0.0889952153110047
gpqa_111,opencode,PD,1,148.0,25664.0,0.1044121434888101,0.8334655035685964
gpqa_111,opencode,reason,1,0.0,325.0,0.1044121434888101,0.8334655035685964
gpqa_111,zeroclaw,IC,1,2.0,25.0,0.3623270215149741,0.0622462787550744
gpqa_111,zeroclaw,PD,8,3.0,384.25,0.3623270215149741,0.0622462787550744
gpqa_111,zeroclaw,reason,8,0.0,191.625,0.3623270215149741,0.0622462787550744
gpqa_112,openclaw,PD,1,6.0,1339.0,0.0,0.0
gpqa_112,openclaw,reason,1,0.0,250.0,0.0,0.0
gpqa_112,opencode,PD,2,79.0,11698.0,0.1874723893566524,0.7180581488396905
gpqa_112,zeroclaw,PD,1,6.0,560.0,0.0,0.0
gpqa_113,openclaw,PD,2,18.0,3846.0,0.3502490288728195,0.0638792102206736
gpqa_113,opencode,PD,3,11.333333333333334,2391.0,0.3121053560599318,0.4594330400782013
gpqa_113,opencode,reason,33,0.0,384.6060606060606,0.3121053560599318,0.4594330400782013
gpqa_113,zeroclaw,IC,1,2.0,285.0,0.3969304750325587,0.0621761658031088
gpqa_113,zeroclaw,PD,8,5.0,590.875,0.3969304750325587,0.0621761658031088
gpqa_113,zeroclaw,reason,8,0.0,182.5,0.3969304750325587,0.0621761658031088
gpqa_114,openclaw,PD,2,21.0,3068.0,0.1951487707824254,0.0732484076433121
gpqa_114,opencode,PD,3,11.333333333333334,2225.0,0.2537569626564124,0.4100268576544315
gpqa_114,opencode,reason,15,0.0,385.3333333333333,0.2537569626564124,0.4100268576544315
gpqa_114,zeroclaw,PD,4,11.0,1527.5,0.2274797711057523,0.1101083032490974
gpqa_114,zeroclaw,UN,1,2.0,132.0,0.2274797711057523,0.1101083032490974
gpqa_114,zeroclaw,reason,12,0.0,58.75,0.2274797711057523,0.1101083032490974
gpqa_115,openclaw,PD,2,33.0,2927.0,0.4025292764482571,0.0401396160558464
gpqa_115,opencode,PD,3,47.333333333333336,3225.3333333333335,0.4165639467374645,0.4752066115702479
gpqa_115,opencode,reason,3,0.0,390.6666666666667,0.4165639467374645,0.4752066115702479
gpqa_115,zeroclaw,PD,6,17.833333333333332,1090.3333333333333,0.4179603129466687,0.1382521489971346
gpqa_115,zeroclaw,RR,3,2.3333333333333335,314.0,0.4179603129466687,0.1382521489971346
gpqa_115,zeroclaw,reason,8,0.0,214.5,0.4179603129466687,0.1382521489971346
gpqa_116,openclaw,PD,1,1214.0,198496.0,0.0,0.9665302591742356
gpqa_116,openclaw,reason,1,0.0,604.0,0.0,0.9665302591742356
gpqa_116,opencode,PD,1,122.0,22274.0,0.3016921950806177,0.5941870030161777
gpqa_116,opencode,reason,1,0.0,604.0,0.3016921950806177,0.5941870030161777
gpqa_116,zeroclaw,reason,1,0.0,604.0,0.0,0.0535714285714285
gpqa_117,openclaw,PD,2,37.0,2602.5,0.312496458382379,0.0793650793650793
gpqa_117,opencode,PD,3,39.333333333333336,2166.0,0.3077841574012243,0.4148296593186373
gpqa_117,opencode,reason,1,0.0,403.0,0.3077841574012243,0.4148296593186373
gpqa_117,zeroclaw,PD,14,6.714285714285714,309.0,0.3040882247984819,0.0549169859514687
gpqa_117,zeroclaw,reason,3,0.0,132.33333333333334,0.3040882247984819,0.0549169859514687
gpqa_118,openclaw,PD,1,30.0,6377.0,0.3841608817791287,0.0770901194353963
gpqa_118,openclaw,reason,1,0.0,1445.0,0.3841608817791287,0.0770901194353963
gpqa_118,opencode,PD,2,22.0,4345.0,0.3568103532112535,0.4718208092485549
gpqa_118,opencode,reason,2,0.0,535.0,0.3568103532112535,0.4718208092485549
gpqa_118,zeroclaw,PD,6,5.0,538.0,0.3153528888460132,0.1029572836801752
gpqa_118,zeroclaw,RR,2,2.5,197.0,0.3153528888460132,0.1029572836801752
gpqa_118,zeroclaw,UN,1,2.0,150.0,0.3153528888460132,0.1029572836801752
gpqa_118,zeroclaw,reason,8,0.0,279.75,0.3153528888460132,0.1029572836801752
gpqa_119,openclaw,PD,2,35.0,2540.0,0.2960303909246122,0.0867992766726944
gpqa_119,opencode,PD,3,58.0,3521.6666666666665,0.4797263171585508,0.4945388349514563
gpqa_119,opencode,reason,3,0.0,390.6666666666667,0.4797263171585508,0.4945388349514563
gpqa_119,zeroclaw,PD,8,8.0,397.875,0.3158598909908934,0.069701280227596
gpqa_119,zeroclaw,RR,3,2.6666666666666665,135.0,0.3158598909908934,0.069701280227596
gpqa_119,zeroclaw,reason,6,0.0,92.66666666666667,0.3158598909908934,0.069701280227596
gpqa_12,openclaw,PD,2,65.0,33616.5,0.0299657709260934,0.940565118544982
gpqa_12,opencode,PD,4,15.0,2542.0,0.3178385194961593,0.5175438596491229
gpqa_12,opencode,reason,3,0.0,272.3333333333333,0.3178385194961593,0.5175438596491229
gpqa_12,zeroclaw,PD,8,3.75,852.0,0.3580950191849547,0.1092436974789916
gpqa_12,zeroclaw,reason,9,0.0,67.55555555555556,0.3580950191849547,0.1092436974789916
gpqa_120,openclaw,IC,1,335.0,223741.0,0.0,0.9809607867860296
gpqa_120,openclaw,PD,1,4.0,516.0,0.0,0.9809607867860296
gpqa_120,opencode,PD,2,49.0,13541.5,0.1515196223420112,0.7873708381171067
gpqa_120,zeroclaw,PD,2,19.0,5630.5,0.3107841904895401,0.1371769383697813
gpqa_120,zeroclaw,RR,4,2.5,116.25,0.3107841904895401,0.1371769383697813
gpqa_120,zeroclaw,UN,2,2.0,105.5,0.3107841904895401,0.1371769383697813
gpqa_120,zeroclaw,reason,9,0.0,92.0,0.3107841904895401,0.1371769383697813
gpqa_121,openclaw,PD,1,16.0,3596.0,0.2382733172457408,0.1370143149284253
gpqa_121,openclaw,reason,1,0.0,1396.0,0.2382733172457408,0.1370143149284253
gpqa_121,opencode,PD,2,22.0,2441.0,0.1859370792697768,0.4701670644391408
gpqa_121,opencode,reason,2,0.0,510.0,0.1859370792697768,0.4701670644391408
gpqa_121,zeroclaw,PD,7,2.2857142857142856,268.0,0.1872873590455613,0.13290113452188
gpqa_121,zeroclaw,reason,8,0.0,239.375,0.1872873590455613,0.13290113452188
gpqa_122,openclaw,PD,6,9.0,1157.5,0.3792946235393061,0.0595667870036101
gpqa_122,opencode,PD,3,12.666666666666666,2102.0,0.4117064734029937,0.4419291338582677
gpqa_122,opencode,reason,1,0.0,403.0,0.4117064734029937,0.4419291338582677
gpqa_122,zeroclaw,PD,7,5.714285714285714,758.2857142857143,0.4570392704243343,0.0943570767807585
gpqa_122,zeroclaw,reason,10,0.0,143.5,0.4570392704243343,0.0943570767807585
gpqa_123,openclaw,PD,1,114.0,5607.0,0.3501531737218936,0.0818181818181818
gpqa_123,openclaw,reason,1,0.0,1267.0,0.3501531737218936,0.0818181818181818
gpqa_123,opencode,PD,2,88.0,5048.0,0.4166245135052474,0.4876584389593062
gpqa_123,opencode,reason,2,0.0,446.0,0.4166245135052474,0.4876584389593062
gpqa_123,zeroclaw,PD,11,9.818181818181818,716.2727272727273,0.3704612019336319,0.11441647597254
gpqa_123,zeroclaw,reason,6,0.0,209.33333333333334,0.3704612019336319,0.11441647597254
gpqa_124,openclaw,SE,1,4.0,50781.0,0.0607184425229938,0.9082053203446984
gpqa_124,openclaw,reason,1,0.0,568.0,0.0607184425229938,0.9082053203446984
gpqa_124,opencode,PD,1,30.0,19398.0,0.1108839973761311,0.8036750483558994
gpqa_124,opencode,reason,1,0.0,568.0,0.1108839973761311,0.8036750483558994
gpqa_124,zeroclaw,IC,1,2.0,346.0,0.4684711131903838,0.1170292573143285
gpqa_124,zeroclaw,PD,1,12.0,4778.0,0.4684711131903838,0.1170292573143285
gpqa_124,zeroclaw,RR,1,3.0,213.0,0.4684711131903838,0.1170292573143285
gpqa_124,zeroclaw,reason,14,0.0,232.07142857142858,0.4684711131903838,0.1170292573143285
gpqa_125,openclaw,PD,2,1084.0,105804.0,0.0929080420829657,0.937991059333514
gpqa_125,opencode,PD,2,42.0,11378.5,0.2014201502718734,0.69700944386149
gpqa_125,zeroclaw,PD,1,4.0,600.0,0.0,0.0
gpqa_126,openclaw,PD,2,49.0,3801.5,0.2885125391697404,0.0925714285714285
gpqa_126,opencode,PD,3,51.333333333333336,3332.6666666666665,0.3445272227317263,0.4691671964399237
gpqa_126,opencode,reason,1,0.0,404.0,0.3445272227317263,0.4691671964399237
gpqa_126,zeroclaw,PD,6,20.333333333333332,1007.3333333333334,0.2319621584230633,0.141025641025641
gpqa_126,zeroclaw,RR,3,3.6666666666666665,96.66666666666667,0.2319621584230633,0.141025641025641
gpqa_126,zeroclaw,reason,8,0.0,68.25,0.2319621584230633,0.141025641025641
gpqa_127,openclaw,PD,1,516.0,71654.0,0.0320790958206604,0.9547345004352452
gpqa_127,openclaw,reason,1,0.0,210.0,0.0320790958206604,0.9547345004352452
gpqa_127,opencode,PD,1,184.0,23732.0,0.1255353691667632,0.8173436331921256
gpqa_127,opencode,reason,1,0.0,210.0,0.1255353691667632,0.8173436331921256
gpqa_127,zeroclaw,PD,7,6.571428571428571,687.2857142857143,0.4183034194720683,0.0922190201729106
gpqa_127,zeroclaw,RR,1,3.0,231.0,0.4183034194720683,0.0922190201729106
gpqa_127,zeroclaw,reason,9,0.0,119.11111111111111,0.4183034194720683,0.0922190201729106
gpqa_128,openclaw,SE,1,4.0,73058.0,0.1024630323635174,0.9415271324625232
gpqa_128,openclaw,reason,1,0.0,1347.0,0.1024630323635174,0.9415271324625232
gpqa_128,opencode,PD,3,40.666666666666664,6316.333333333333,0.4480003308351668,0.5436860068259386
gpqa_128,opencode,reason,40,0.0,384.5,0.4480003308351668,0.5436860068259386
gpqa_128,zeroclaw,PD,1,6.0,719.0,0.0,0.0227272727272727
gpqa_129,openclaw,PD,1,5.0,1719.0,0.0315024809251117,0.9864363221016562
gpqa_129,openclaw,UN,1,624.0,206365.0,0.0315024809251117,0.9864363221016562
gpqa_129,opencode,PD,3,19.0,5246.666666666667,0.4481238969650067,0.5352964905203711
gpqa_129,opencode,reason,1,0.0,404.0,0.4481238969650067,0.5352964905203711
gpqa_129,zeroclaw,PD,10,4.0,630.7,0.3607619847119104,0.1257383966244726
gpqa_129,zeroclaw,reason,7,0.0,125.57142857142857,0.3607619847119104,0.1257383966244726
gpqa_13,openclaw,IC,1,2.0,1460.0,0.1358175430789809,0.0878378378378378
gpqa_13,openclaw,PD,1,1.0,1008.0,0.1358175430789809,0.0878378378378378
gpqa_13,openclaw,reason,2,0.0,591.0,0.1358175430789809,0.0878378378378378
gpqa_13,opencode,PD,2,1.0,1299.5,0.1716718209932925,0.378657487091222
gpqa_13,opencode,reason,56,0.0,382.2857142857143,0.1716718209932925,0.378657487091222
gpqa_13,zeroclaw,PD,1,11.0,1411.0,0.13450701166307,0.0613636363636363
gpqa_13,zeroclaw,reason,16,0.0,83.4375,0.13450701166307,0.0613636363636363
gpqa_130,openclaw,PD,1,738.0,103461.0,0.0405779192541762,0.970252484555466
gpqa_130,openclaw,reason,1,0.0,989.0,0.0405779192541762,0.970252484555466
gpqa_130,opencode,PD,2,147.0,10893.5,0.1117876706438713,0.799819657348963
gpqa_130,zeroclaw,PD,9,6.444444444444445,705.4444444444445,0.3886643058172996,0.1468584405753217
gpqa_130,zeroclaw,RR,1,2.0,119.0,0.3886643058172996,0.1468584405753217
gpqa_130,zeroclaw,SE,1,4.0,437.0,0.3886643058172996,0.1468584405753217
gpqa_130,zeroclaw,UN,2,2.5,249.5,0.3886643058172996,0.1468584405753217
gpqa_130,zeroclaw,reason,4,0.0,250.25,0.3886643058172996,0.1468584405753217
gpqa_131,openclaw,PD,2,665.0,95888.0,0.0359357361012934,0.9616875793035388
gpqa_131,opencode,PD,3,28.666666666666668,4407.0,0.5332267463457825,0.4706405693950178
gpqa_131,opencode,reason,1,0.0,404.0,0.5332267463457825,0.4706405693950178
gpqa_131,zeroclaw,PD,6,18.0,2004.0,0.2588375351158454,0.1500865051903114
gpqa_131,zeroclaw,RR,1,3.0,406.0,0.2588375351158454,0.1500865051903114
gpqa_131,zeroclaw,UN,3,2.0,164.33333333333334,0.2588375351158454,0.1500865051903114
gpqa_131,zeroclaw,reason,7,0.0,152.14285714285714,0.2588375351158454,0.1500865051903114
gpqa_132,openclaw,PD,4,8.5,2125.25,0.1076837006662702,0.132858837485172
gpqa_132,openclaw,reason,6,0.0,73.5,0.1076837006662702,0.132858837485172
gpqa_132,opencode,PD,3,14.0,1968.6666666666667,0.3781336986112502,0.4716417910447761
gpqa_132,opencode,reason,1,0.0,403.0,0.3781336986112502,0.4716417910447761
gpqa_132,zeroclaw,PD,7,9.142857142857142,1084.142857142857,0.4695027424722576,0.1410437235543018
gpqa_132,zeroclaw,RR,2,2.5,99.0,0.4695027424722576,0.1410437235543018
gpqa_132,zeroclaw,reason,8,0.0,125.75,0.4695027424722576,0.1410437235543018
gpqa_133,openclaw,PD,2,49.0,3801.5,0.0,0.0925714285714285
gpqa_133,opencode,PD,3,28.0,3677.3333333333335,0.3715068143778974,0.4996982498491249
gpqa_133,opencode,reason,1,0.0,404.0,0.3715068143778974,0.4996982498491249
gpqa_133,zeroclaw,PD,12,4.5,439.5833333333333,0.3367042919710046,0.0993520518358531
gpqa_133,zeroclaw,reason,5,0.0,126.8,0.3367042919710046,0.0993520518358531
gpqa_134,openclaw,PD,1,908.0,163396.0,0.0245604860715078,0.977289558133794
gpqa_134,openclaw,reason,1,0.0,898.0,0.0245604860715078,0.977289558133794
gpqa_134,opencode,PD,1,244.0,19497.0,0.1091390592943378,0.7798672566371682
gpqa_134,opencode,reason,1,0.0,119.0,0.1091390592943378,0.7798672566371682
gpqa_134,zeroclaw,PD,10,3.8,406.0,0.304507487189845,0.0958627648839556
gpqa_134,zeroclaw,reason,7,0.0,167.28571428571428,0.304507487189845,0.0958627648839556
gpqa_135,openclaw,PD,1,22.0,223212.0,0.0313966461125399,0.980135081446166
gpqa_135,openclaw,reason,1,0.0,1217.0,0.0313966461125399,0.980135081446166
gpqa_135,opencode,PD,2,34.0,7063.0,0.4042960877533922,0.5620629370629371
gpqa_135,opencode,reason,2,0.0,421.0,0.4042960877533922,0.5620629370629371
gpqa_135,zeroclaw,PD,5,6.0,1368.4,0.3404259012925872,0.1724363161332462
gpqa_135,zeroclaw,reason,12,0.0,219.25,0.3404259012925872,0.1724363161332462
gpqa_136,openclaw,PD,1,910.0,198730.0,0.0585462372582014,0.9586894094038682
gpqa_136,openclaw,reason,1,0.0,1191.0,0.0585462372582014,0.9586894094038682
gpqa_136,opencode,PD,2,16.0,2971.0,0.2899925012953086,0.422037422037422
gpqa_136,opencode,reason,2,0.0,408.0,0.2899925012953086,0.422037422037422
gpqa_136,zeroclaw,PD,5,6.4,561.2,0.2952932612480285,0.0607287449392712
gpqa_136,zeroclaw,RR,1,3.0,47.0,0.2952932612480285,0.0607287449392712
gpqa_136,zeroclaw,reason,11,0.0,142.0909090909091,0.2952932612480285,0.0607287449392712
gpqa_137,openclaw,PD,2,14.0,3147.0,0.2569668850448994,0.1257035647279549
gpqa_137,opencode,PD,3,17.333333333333332,3795.0,0.3081104067212656,0.4824780976220275
gpqa_137,opencode,reason,1,0.0,404.0,0.3081104067212656,0.4824780976220275
gpqa_137,zeroclaw,PD,4,6.5,1012.5,0.2422417769288661,0.1155327342747111
gpqa_137,zeroclaw,RR,1,3.0,54.0,0.2422417769288661,0.1155327342747111
gpqa_137,zeroclaw,reason,12,0.0,95.33333333333333,0.2422417769288661,0.1155327342747111
gpqa_138,openclaw,PD,4,21.75,1558.75,0.2762824463470985,0.1219110378912685
gpqa_138,opencode,PD,3,33.333333333333336,2458.0,0.2681114115599287,0.4365808823529412
gpqa_138,opencode,reason,1,0.0,404.0,0.2681114115599287,0.4365808823529412
gpqa_138,zeroclaw,PD,9,6.0,394.1111111111111,0.262025832312574,0.0942334739803094
gpqa_138,zeroclaw,reason,8,0.0,104.125,0.262025832312574,0.0942334739803094
gpqa_139,openclaw,PD,2,719.0,84973.5,0.0329030993741842,0.9809941520467836
gpqa_139,opencode,PD,3,34.0,2584.6666666666665,0.3444618158595223,0.4352548036758563
gpqa_139,opencode,reason,1,0.0,404.0,0.3444618158595223,0.4352548036758563
gpqa_139,zeroclaw,PD,7,9.142857142857142,717.0,0.2821585324992298,0.1524390243902439
gpqa_139,zeroclaw,RR,3,2.6666666666666665,183.66666666666666,0.2821585324992298,0.1524390243902439
gpqa_139,zeroclaw,reason,7,0.0,179.14285714285714,0.2821585324992298,0.1524390243902439
gpqa_14,openclaw,IC,1,2.0,1460.0,0.0,0.0878378378378378
gpqa_14,openclaw,PD,1,1.0,1008.0,0.0,0.0878378378378378
gpqa_14,openclaw,reason,2,0.0,591.0,0.0,0.0878378378378378
gpqa_14,opencode,PD,4,12.5,1214.0,0.3689736905972957,0.4091456077015644
gpqa_14,opencode,reason,5,0.0,316.6,0.3689736905972957,0.4091456077015644
gpqa_14,zeroclaw,PD,10,8.0,552.3,0.3285731437986844,0.2077001013171226
gpqa_14,zeroclaw,RR,1,3.0,95.0,0.3285731437986844,0.2077001013171226
gpqa_14,zeroclaw,reason,6,0.0,66.0,0.3285731437986844,0.2077001013171226
gpqa_140,openclaw,PD,2,1251.0,112579.0,0.0284093677488198,0.9793083628700068
gpqa_140,opencode,PD,3,22.666666666666668,4542.0,0.4116123954718301,0.5007541478129713
gpqa_140,opencode,reason,1,0.0,404.0,0.4116123954718301,0.5007541478129713
gpqa_140,zeroclaw,PD,5,8.4,2179.6,0.254272096513924,0.2143595041322314
gpqa_140,zeroclaw,RR,1,2.0,251.0,0.254272096513924,0.2143595041322314
gpqa_140,zeroclaw,UN,1,2.0,278.0,0.254272096513924,0.2143595041322314
gpqa_140,zeroclaw,reason,10,0.0,152.8,0.254272096513924,0.2143595041322314
gpqa_141,openclaw,PD,6,11.166666666666666,1060.8333333333333,0.3213225498577078,0.1203319502074688
gpqa_141,opencode,PD,4,7.5,755.5,0.3206128559347195,0.3723776223776224
gpqa_141,opencode,reason,17,0.0,364.29411764705884,0.3206128559347195,0.3723776223776224
gpqa_141,zeroclaw,PD,10,3.4,319.4,0.3134301775631763,0.0503597122302158
gpqa_141,zeroclaw,reason,7,0.0,117.14285714285714,0.3134301775631763,0.0503597122302158
gpqa_142,openclaw,PD,1,34.0,9477.0,0.3359328634008529,0.1166101694915254
gpqa_142,openclaw,reason,1,0.0,1620.0,0.3359328634008529,0.1166101694915254
gpqa_142,opencode,PD,1,362.0,86097.0,0.0452750193583917,0.9263248938512344
gpqa_142,opencode,reason,1,0.0,841.0,0.0452750193583917,0.9263248938512344
gpqa_142,zeroclaw,reason,1,0.0,841.0,0.0,0.0613026819923371
gpqa_143,openclaw,PD,2,708.0,98363.0,0.0429994380782354,0.987688404715714
gpqa_143,opencode,PD,3,34.0,2647.6666666666665,0.3901871823212723,0.500406834825061
