task_id,harness,benchmark,outcome,n_segments,arm_entropy,dominant_mode,dominant_rate,rate_PD,rate_SE,rate_IC,rate_UN,rate_RR,rate_reason,head_entropy,tail_entropy,delta_entropy,PD_IC_ratio,commit_gap,mode_collapse,top1_prob,tool_intent_marker_count,tool_use_count,low_ent_share,paired_outcome,PD->PD,reason->PD,reason->IC,PD->reason,arm_sequence,harness_correct,n_tokens,ngram_repeat,looping_marker_count,self_correction_marker_count,uncertainty_marker_count,mean_entropy,PDIC_q,arm_ent_d,risk_zone,rate_PD_norm,mode_collapse_norm,commit_gap_norm,risk_score
gpqa_107,openclaw,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3562833134436326,0.5677299698525875,0.2114466564089548,1000.0,1.0,1.0,0.8594082741711224,0.0,0.0,0.4559686888454011,both_wrong,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_108,openclaw,GPQA,wrong,2,-0.0,reason,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,1.0,,0.0,0.0,,both_wrong,,,,,reason|reason,False,,,,,,,Q1_lowest,D1,confident_commit,0.0,1.0,0.5,0.5
gpqa_109,openclaw,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.137189554677324,0.1774588958255842,0.0402693411482602,1000.0,1.0,1.0,0.8845479524245772,7.0,0.0,0.5769740914316032,both_wrong,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_11,openclaw,GPQA,correct,4,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.2877927448555311,0.1943775523768212,-0.0934151924787098,500.0,0.5,0.5347697677540609,0.9183380279184552,2.0,0.0,0.6319095477386935,both_correct,,0.6667,,0.3333,reason|PD|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_110,openclaw,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1472600738783956,0.0009879381378334,-0.1462721357405622,1000.0,1.0,1.0,0.9878511681512406,0.0,0.0,0.950169043069234,regression,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_111,openclaw,GPQA,wrong,6,0.8676,PD,0.6666666666666666,0.6667,0.0,0.1667,0.0,0.0,0.1667,0.4703010952951028,0.2283609345418882,-0.2419401607532146,3.9994001199760048,0.5,0.41763995167136525,0.8656112439374263,3.0,1.0,0.512636415852958,both_wrong,0.4,0.2,,,reason|PD|PD|PD|IC|PD,False,,,,,,,Q3,D8,oscillation,0.6667,0.41763995167136525,0.75,0.6114466505571218
gpqa_112,openclaw,GPQA,wrong,2,0.6931,PD,0.5,0.5,0.0,0.0,0.0,0.0,0.5,,,,500.0,0.5,0.5347697677540609,,0.0,0.0,,both_wrong,,,,1.0,PD|reason,False,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_113,openclaw,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2035006611865279,0.1761218787975111,-0.0273787823890167,1000.0,1.0,1.0,0.8783030736625683,3.0,0.0,0.5497702909647779,both_wrong,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_114,openclaw,GPQA,correct,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1893606309018388,0.1870532657860651,-0.0023073651157736,1000.0,1.0,1.0,0.9300908201893252,0.0,0.0,0.663994655978624,rescue,1.0,,,,PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_115,openclaw,GPQA,correct,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0948962390262104,0.2487943909833123,0.153898151957102,1000.0,1.0,1.0,0.8607467403265109,1.0,0.0,0.4732035568372987,both_correct,1.0,,,,PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_116,openclaw,GPQA,wrong,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,,,,500.0,0.5,0.5347697677540609,,299.0,0.0,,both_wrong,,1.0,,,reason|PD,False,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_117,openclaw,GPQA,correct,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2620816375205684,0.120679346573759,-0.1414022909468093,1000.0,1.0,1.0,0.8880826329609706,0.0,0.0,0.5407385697538101,both_correct,1.0,,,,PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_118,openclaw,GPQA,correct,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.1250159008896357,0.0346281159721324,-0.0903877849175033,500.0,0.5,0.5347697677540609,0.8679567126905544,3.0,0.0,0.5204534253326762,both_correct,,1.0,,,reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_119,openclaw,GPQA,correct,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1570165375947264,0.2085447298093765,0.0515281922146501,1000.0,1.0,1.0,0.8953824641697158,1.0,0.0,0.586110463761361,rescue,1.0,,,,PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_12,openclaw,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2775738104984521,0.0029371344104816,-0.2746366760879705,1000.0,1.0,1.0,0.9902297091383382,108.0,0.0,0.9483097405461764,regression,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_120,openclaw,GPQA,wrong,2,0.6931,PD,0.5,0.5,0.0,0.5,0.0,0.0,0.0,,,,1.0,0.0,0.5347697677540609,,0.0,0.0,,both_wrong,,,,,PD|IC,False,,,,,,,Q2,D7,pd_elevated,0.5,0.5347697677540609,0.5,0.511589922584687
gpqa_121,openclaw,GPQA,correct,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.2224411000213878,0.2278642602533137,0.0054231602319258,500.0,0.5,0.5347697677540609,0.9112541236717648,0.0,0.0,0.5986653956148713,both_correct,,1.0,,,reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_122,openclaw,GPQA,correct,6,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2316169778408396,0.3728869796738213,0.1412700018329817,1000.0,1.0,1.0,0.8636263611583774,3.0,0.0,0.4842105263157895,both_correct,1.0,,,,PD|PD|PD|PD|PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_123,openclaw,GPQA,wrong,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.1236363143002581,0.2136743417675427,0.0900380274672845,500.0,0.5,0.5347697677540609,0.8825860980072917,0.0,0.0,0.5409559907348915,both_wrong,,1.0,,,reason|PD,False,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_124,openclaw,GPQA,wrong,2,0.6931,reason,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.1611728042721413,0.0008958336271249,-0.1602769706450163,0.0,0.0,0.5347697677540609,0.9803152287490904,63.0,0.0,0.91323935474495,regression,,,,,reason|SE,False,,,,,,,Q1_lowest,D7,healthy,0.0,0.5347697677540609,0.5,0.34492325591802037
gpqa_125,openclaw,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2641947003540268,0.0009120796510829,-0.2632826207029438,1000.0,1.0,1.0,0.9671616107728832,4.0,0.0,0.8626624253518591,regression,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_126,openclaw,GPQA,correct,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1405137348588547,0.0633301702946763,-0.0771835645641784,1000.0,1.0,1.0,0.8958685040154795,1.0,0.0,0.5946491670873296,both_correct,1.0,,,,PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_127,openclaw,GPQA,wrong,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.3213187515516416,0.001748361981257,-0.3195703895703845,500.0,0.5,0.5347697677540609,0.989922132159464,1.0,0.0,0.9527650606787298,regression,,1.0,,,reason|PD,False,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_128,openclaw,GPQA,wrong,2,0.6931,reason,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.086802042971211,0.0006825110413976,-0.0861195319298134,0.0,0.0,0.5347697677540609,0.9664771713384864,92.0,0.0,0.8627890921643079,regression,,,,,reason|SE,False,,,,,,,Q1_lowest,D7,healthy,0.0,0.5347697677540609,0.5,0.34492325591802037
gpqa_129,openclaw,GPQA,wrong,2,0.6931,PD,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.1811698162355017,0.0012199428358368,-0.1799498733996649,500.0,0.5,0.5347697677540609,0.9894476026414638,0.0,0.0,0.9544902136369452,both_wrong,,,,,PD|UN,False,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_13,openclaw,GPQA,correct,4,1.0397,reason,0.5,0.25,0.0,0.25,0.0,0.0,0.5,0.3228360288491785,0.1543207448374274,-0.1685152840117511,1.0,0.0,0.3021210900792052,0.948657315583324,1.0,0.0,0.7320099255583127,both_correct,,0.3333,0.3333,0.3333,reason|PD|reason|IC,True,,,,,,,Q2,D9,confident_commit,0.25,0.3021210900792052,0.5,0.3507070300264017
gpqa_130,openclaw,GPQA,wrong,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.1299867509632712,0.0023893099368773,-0.1275974410263939,500.0,0.5,0.5347697677540609,0.9872786046037116,1.0,0.0,0.9401679898745828,both_wrong,,1.0,,,reason|PD,False,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_131,openclaw,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1426037606626658,0.0015473599784405,-0.1410564006842252,1000.0,1.0,1.0,0.9884411911007608,326.0,0.0,0.9526419670883668,regression,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_132,openclaw,GPQA,correct,10,0.673,reason,0.6,0.4,0.0,0.0,0.0,0.0,0.6,0.0739046172564713,0.1507646359464242,0.0768600186899529,400.0,0.4,0.5482615116122969,0.962839069612168,1.0,1.0,0.8510245523352409,both_correct,0.2222,0.1111,,0.1111,PD|PD|reason|reason|reason|reason|reason|reason|PD|PD,True,,,,,,,Q3,D6,pd_elevated,0.4,0.5482615116122969,0.7,0.5494205038707656
gpqa_133,openclaw,GPQA,correct,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1000.0,1.0,1.0,,1.0,0.0,,both_correct,1.0,,,,PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_134,openclaw,GPQA,wrong,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.1204406675778854,0.0008638971307503,-0.119576770447135,500.0,0.5,0.5347697677540609,0.9917012999456212,114.0,0.0,0.9582075291419836,both_wrong,,1.0,,,reason|PD,False,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_135,openclaw,GPQA,wrong,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.2194263866143672,0.0011963438610447,-0.2182300427533225,500.0,0.5,0.5347697677540609,0.99016980253429,0.0,0.0,0.9545353111823638,both_wrong,,1.0,,,reason|PD,False,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_136,openclaw,GPQA,wrong,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.230120712052714,0.001127840201642,-0.2289928718510719,500.0,0.5,0.5347697677540609,0.980708536511258,148.0,0.0,0.9236959911473266,regression,,1.0,,,reason|PD,False,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_137,openclaw,GPQA,correct,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1588680023909804,0.0288502391610874,-0.1300177632298929,1000.0,1.0,1.0,0.9118249960324112,1.0,0.0,0.6519744714798564,rescue,1.0,,,,PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_138,openclaw,GPQA,correct,4,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1456068173386426,0.297617604014495,0.1520107866758524,1000.0,1.0,1.0,0.8999711177808025,1.0,0.0,0.6008380397157952,both_correct,1.0,,,,PD|PD|PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_139,openclaw,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.287826870496864,0.0020203639908195,-0.2858065065060445,1000.0,1.0,1.0,0.98921870479182,233.0,0.0,0.9551330068184,regression,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_14,openclaw,GPQA,correct,4,1.0397,reason,0.5,0.25,0.0,0.25,0.0,0.0,0.5,,,,1.0,0.0,0.3021210900792052,,1.0,0.0,,both_correct,,0.3333,0.3333,0.3333,reason|PD|reason|IC,True,,,,,,,Q2,D9,confident_commit,0.25,0.3021210900792052,0.5,0.3507070300264017
gpqa_140,openclaw,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3466221700837045,0.000596753934983,-0.3460254161487215,1000.0,1.0,1.0,0.99073906430906,0.0,0.0,0.9585854410161976,regression,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_141,openclaw,GPQA,correct,6,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2652715966369319,0.2048545474381414,-0.0604170491987905,1000.0,1.0,1.0,0.8853885818770733,1.0,1.0,0.5342226109774765,both_correct,1.0,,,,PD|PD|PD|PD|PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_142,openclaw,GPQA,correct,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.3008313646373919,0.0735946280749186,-0.2272367365624733,500.0,0.5,0.5347697677540609,0.888579055155515,0.0,0.0,0.5771129828637815,both_correct,,1.0,,,reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_143,openclaw,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2106338045650694,0.0011753183896967,-0.2094584861753727,1000.0,1.0,1.0,0.9855982752636384,0.0,0.0,0.9417011012845204,regression,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_144,openclaw,GPQA,correct,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1973824929045792,0.1338110267543678,-0.0635714661502114,1000.0,1.0,1.0,0.8963309579676144,0.0,0.0,0.5806274078150798,both_correct,1.0,,,,PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_145,openclaw,GPQA,correct,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.1346165046672133,0.2720774682491171,0.1374609635819038,500.0,0.5,0.5347697677540609,0.8734450421697671,2.0,0.0,0.5364106645443693,both_correct,,1.0,,,reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_146,openclaw,GPQA,correct,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2214532165356722,0.2967781162797578,0.0753248997440855,1000.0,1.0,1.0,0.9163896548466224,1.0,0.0,0.6409680638722555,both_correct,1.0,,,,PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_147,openclaw,GPQA,correct,6,1.0114,IC,0.5,0.1667,0.0,0.5,0.0,0.0,0.3333,0.2161852403443039,0.2072132919791974,-0.0089719483651064,0.3334,-0.33330000000000004,0.3211169284467713,0.9446437599701109,0.0,1.0,0.7231385485391141,both_correct,,,0.2,0.2,IC|PD|reason|reason|IC|IC,True,,,,,,,Q2,D8,confident_commit,0.1667,0.3211169284467713,0.33335,0.2737223094822571
gpqa_148,openclaw,GPQA,correct,4,0.5623,PD,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.3276406010421944,0.2422831249110194,-0.0853574761311749,750.0,0.75,0.6225667874882534,0.9211384460859257,2.0,0.0,0.6489988221436984,both_correct,0.3333,0.3333,,0.3333,PD|PD|reason|PD,True,,,,,,,Q4_highest,D5,pd_elevated,0.75,0.6225667874882534,0.875,0.749188929162751
gpqa_149,openclaw,GPQA,wrong,4,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.2054373829431605,0.1243890805615684,-0.081048302381592,500.0,0.5,0.5347697677540609,0.9322092389218514,2.0,0.0,0.708300395256917,both_wrong,,0.6667,,0.3333,reason|PD|reason|PD,False,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_15,openclaw,GPQA,correct,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2981873170636067,0.2266155038834328,-0.0715718131801738,1000.0,1.0,1.0,0.8705156907746454,3.0,0.0,0.4959046909903202,both_correct,1.0,,,,PD|PD,True,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_150,openclaw,GPQA,correct,14,0.755,reason,0.7857142857142857,0.0714,0.0,0.0,0.0714,0.0714,0.7857,0.1286600373660173,0.0666851302395727,-0.0619749071264445,71.4,0.0714,0.4932205665189958,0.9766576706866968,6.0,1.0,0.9014327636803038,both_correct,,0.0769,,,reason|RR|reason|reason|reason|reason|reason|UN|reason|reason|reason|reason|reason|PD,True,,,,,,,Q3,D8,healthy,0.0714,0.4932205665189958,0.5357,0.3667735221729986
gpqa_151,openclaw,GPQA,correct,4,0.5623,PD,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.221688603823337,0.165844681558135,-0.0558439222652019,750.0,0.75,0.6225667874882534,0.9266898778364396,1.0,1.0,0.6648064178583886,both_correct,0.3333,0.3333,,0.3333,PD|PD|reason|PD,True,,,,,,,Q4_highest,D5,pd_elevated,0.75,0.6225667874882534,0.875,0.749188929162751
gpqa_152,openclaw,GPQA,correct,4,-0.0,reason,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2523644840789387,0.051739003706422,-0.2006254803725166,0.0,0.0,1.0,0.9342234066776384,1.0,0.0,0.6696914700544465,both_correct,,,,,reason|reason|reason|reason,True,,,,,,,Q1_lowest,D1,confident_commit,0.0,1.0,0.5,0.5
gpqa_153,openclaw,GPQA,correct,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.2726986556026062,0.3771618567031853,0.1044632011005791,500.0,0.5,0.5347697677540609,0.8682133218544484,0.0,0.0,0.4568932776300797,both_correct,,1.0,,,reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_154,openclaw,GPQA,correct,6,0.8676,reason,0.6666666666666666,0.1667,0.0,0.0,0.0,0.1667,0.6667,0.3030920481465931,0.1341678851385016,-0.1689241630080915,166.7,0.1667,0.41763995167136525,0.9183798479895248,4.0,0.0,0.6535737282678686,both_correct,,0.2,,0.2,reason|PD|reason|reason|reason|RR,True,,,,,,,Q3,D8,confident_commit,0.1667,0.41763995167136525,0.58335,0.3892299838904551
gpqa_155,openclaw,GPQA,correct,4,0.5623,PD,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.2970179296427123,0.3182134349124748,0.0211955052697624,750.0,0.75,0.6225667874882534,0.9116834875015296,1.0,0.0,0.625646923519264,both_correct,0.3333,0.3333,,0.3333,PD|PD|reason|PD,True,,,,,,,Q4_highest,D5,pd_elevated,0.75,0.6225667874882534,0.875,0.749188929162751
gpqa_156,openclaw,GPQA,correct,4,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.3836206546089704,0.2150845928997855,-0.1685360617091848,500.0,0.5,0.5347697677540609,0.9173745525812576,3.0,0.0,0.6362166531932094,both_correct,,0.6667,,0.3333,reason|PD|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_157,openclaw,GPQA,correct,6,0.6365,PD,0.6666666666666666,0.6667,0.0,0.0,0.0,0.0,0.3333,0.3455971076002362,0.4475126331709952,0.101915525570759,666.6999999999999,0.6667,0.5727614444891932,0.8967485543816317,2.0,0.0,0.5869565217391305,both_correct,0.4,0.4,,0.2,reason|PD|reason|PD|PD|PD,True,,,,,,,Q4_highest,D6,pd_elevated,0.6667,0.5727614444891932,0.83335,0.6909371481630644
gpqa_158,openclaw,GPQA,correct,4,0.5623,reason,0.75,0.0,0.0,0.25,0.0,0.0,0.75,0.1583459104146165,0.218494344286914,0.0601484338722975,0.0,-0.25,0.6225667874882534,0.90805779918031,2.0,0.0,0.6152527849185947,both_correct,,,0.3333,,reason|reason|reason|IC,True,,,,,,,Q1_lowest,D5,healthy,0.0,0.6225667874882534,0.375,0.33252226249608446
gpqa_159,openclaw,GPQA,correct,2,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.1429054398639846,0.0576397055174044,-0.0852657343465801,500.0,0.5,0.5347697677540609,0.9624010130735516,0.0,0.0,0.836027713625866,both_correct,,1.0,,,reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_16,openclaw,GPQA,correct,2,0.6931,reason,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.4885197263184017,0.3080485846751409,-0.1804711416432607,0.0,-0.5,0.5347697677540609,0.8754817685815335,0.0,0.0,0.5452380952380952,both_correct,,,1.0,,reason|IC,True,,,,,,,Q1_lowest,D7,healthy,0.0,0.5347697677540609,0.25,0.261589922584687
